title,caption,topic,country
مزارعو غزة يتحدون تلوث التربة بزراعة محاصيل عضوية رغم الحصار,مزارع فلسطيني يفحص أوراق نباتات الخس العضوية في أحد الحقول شمال قطاع غزة (الأناضول),بيئة,فلسطين
مشروع جديد لتحويل النفايات المنزلية إلى طاقة كهربائية في ضواحي دمشق,عمال ومهندسون يشرفون على تركيب أجهزة معالجة النفايات في منشأة حديثة بريف دمشق (الصحافة السورية),طاقة,سوريا
أكاديمية رياضية شبابية في موروني تُخرج أول فريق نسوي لكرة القدم,لاعبات الفريق النسوي لجزر القمر أثناء حصة تدريبية على ملعب مفتوح في ضواحي العاصمة موروني (تصوير: وكالة الأمل الرياضية),رياضة,جزر القمر
مبادرة شبابية في الدوحة تسعى لتأهيل ذوي الإعاقة لسوق العمل الرقمي,مجموعة من الشابات والشبان القطريين يتدربون مع أشخاص من ذوي الإعاقة على الحاسوب في مركز تدريبي حديث بالدوحة (الجزيرة),قضايا اجتماعية,قطر
الإمارات تدشن أول منصة إلكترونية لرصد جودة الهواء في المدارس,فريق من المهندسين الإماراتيين يشرح نظام مراقبة الهواء لطلبة في إحدى المدارس الحكومية في أبوظبي، مايو 2024 (وكالة وام),تقنية,الإمارات
تدهور جودة الهواء في الخليل يهدد الصحة العامة مع تصاعد حرق النفايات العشوائي,أعمدة دخان كثيفة تتصاعد من موقع لحرق النفايات في أحد أطراف مدينة الخليل، بينما يمر أطفال بالقرب من المنطقة متجهين إلى مدارسهم صباحاً (الفرنسية),بيئة,فلسطين
لبنان يطلق خطة جديدة لضبط استهلاك الكهرباء في فصل الصيف,شبكات التوزيع الكهربائي في أحد أحياء بيروت مع ارتفاع استهلاك الطاقة مساءً (رويترز),طاقة,لبنان
ارتفاع نسبة التسرب المدرسي يثير قلق الأهالي في البقاع اللبناني,أولاد يجلسون خارج مدرسة ريفية مهجورة في منطقة البقاع شرق لبنان مع كتبهم المدرسية بجوارهم (الأناضول),قضايا اجتماعية,لبنان
"عودة الحياة لسوق ""البرانس"" التاريخي في فاس بعد أعوام من الإغلاق","حشود من سكان فاس يتجولون بين أكشاك سوق ""البرانس"" المرمم حديثاً وسط المدينة القديمة (رويترز)",مجتمع,المغرب
عُمانيون يطلقون مبادرة لعلاج الإدمان خارج المراكز الرسمية وسط تزايد المخاطر,متطوعون عمانيون أثناء تنظيم أنشطة دعم نفسي للشباب في أحد أحياء مسقط (رويترز),قضايا اجتماعية,عُمان
انطلاق بطولة كرة السلة الشاطئية الأولى في جزر القمر بمشاركة فرق نسائية,لاعبات من جزر القمر يتنافسن على الكرة خلال مباراة لكرة السلة الشاطئية على أحد شواطئ جزيرة أنجوان وسط تشجيع جماهيري محلي (الفرنسية),رياضة,جزر القمر
الإمارات تطلق أول منصة رقمية موحدة لتقنيات الزراعة الذكية في الخليج,مزارع يستخدم جهاز لوحي لمراقبة نمو المحاصيل داخل دفيئة تعمل بأنظمة مراقبة مناخية متطورة في إحدى المناطق الزراعية بإمارة العين (رويترز),تقنية,الإمارات
انقلاب شاحنة وقود يتسبب في حريق هائل ويشل الحركة على طريق صنعاء – الحديدة,النيران تلتهم شاحنة الوقود فيما يحاول رجال الإطفاء إخماد ألسنة اللهب على جانب الطريق الريفي غرب صنعاء (رويترز),حوادث,اليمن
