title,caption,topic,country
ارتفاع حالات التسرب المدرسي بين الفتيات في المناطق الجبلية بعُمان يثير قلق الأهالي,مجموعة من الفتيات في إحدى القرى الجبلية بمحافظة الداخلية يتوجهن صباحاً إلى مدرسة بعيدة عن منازلهن عبر ممر جبلي ضيق (الجزيرة - يوسف الهنائي),قضايا اجتماعية,عُمان
الكويت تطلق أول برنامج وطني للكشف المبكر عن هشاشة العظام بين النساء فوق الخمسين,ممرضات كويتيات يقدمن استبياناً صحياً لسيدات في قاعة الانتظار بإحدى عيادات الرعاية الأولية بمدينة الكويت (الجزيرة),صحة,الكويت
جدل سياسي في موريتانيا بعد إعلان تعديل وزاري مرتقب يطال وزارات سيادية,الرئيس الموريتاني محمد ولد الشيخ الغزواني خلال اجتماع وزاري بالعاصمة نواكشوط (أ ف ب),سياسة,موريتانيا
أزمة نفاد الأدوية تهدد حياة مرضى السكري في الحديدة,سيدتان يمنيتان تنتظران خارج صيدلية مغلقة في أحد أحياء الحديدة وسط ملامح قلق واضحة (الأناضول),صحة,اليمن
انقلاب سيارة إسعاف يقل طاقماً طبياً على طريق الصليبية ومصرع ممرضة فلبينية,سيارة إسعاف متضررة تقف على جانب الطريق السريع في منطقة الصليبية وحولها عناصر الدفاع المدني ومسعفون وسط انتشار سيارات الطوارئ (كونا),حوادث,الكويت
جهود ليبية لإنقاذ السلاحف البحرية بعد انتشار المخلفات البلاستيكية على شواطئ طرابلس,متطوعون يجمعون مخلفات بلاستيكية من رمال الشاطئ قرب عش لسلاحف البحر في منطقة تاجوراء شرق طرابلس (رويترز),بيئة,ليبيا
"متحف البحرين الوطني يحتفي بـ""حياة اللؤلؤ"".. معرض يوثق ذاكرة الغوص وأسرار الأعماق",عرض أدوات الغوص التقليدية وزينة من اللؤلؤ البحريني داخل قاعة معرض جديدة في متحف البحرين الوطني (رويترز),ثقافة,البحرين
أول شبكة مغربية لشحن السيارات الكهربائية تفتح المرحلة التجريبية في طنجة,سيارات كهربائية مصطفة بمحطة شحن حديثة قرب كورنيش طنجة (الجزيرة),تقنية,المغرب
نادي الحكمة اللبناني يعلن تأسيس أكاديمية رياضية جديدة لدعم المواهب الشابة,أطفال ومراهقون يتدربون على كرة السلة في صالة مغلقة ضمن إطار برنامج الأكاديمية الجديدة لنادي الحكمة في بيروت (رويترز),رياضة,لبنان
حرائق غابات في جبال الأوراس تهدد التنوع البيولوجي وتدفع السلطات لإجلاء قرى مجاورة,أعمدة الدخان تتصاعد بين أشجار الصنوبر الكثيفة في جبال الأوراس شرق الجزائر بينما يعمل رجال الإطفاء والمتطوعون في محاولة للسيطرة على النيران (الأناضول),بيئة,الجزائر
انهيار جزئي في مبنى سكني قديم بالمنامة وإخلاء عشرات العائلات دون إصابات,فرق الدفاع المدني البحريني تفرض طوقاً أمنياً حول المبنى المتضرر في حي الفاضل وسط العاصمة، فيما يقوم رجال الإنقاذ بتفقد الأنقاض استعداداً لبدء عمليات التأمين والإصلاح (الصحافة البحرينية),حوادث,البحرين
حرائق ضخمة تلتهم مساحات حراجية في جبال اللاذقية وسط صعوبات في السيطرة,عناصر الإطفاء يحاولون إخماد النيران المشتعلة بين الأشجار الكثيفة شمال مدينة اللاذقية (سانا),بيئة,سوريا
تراجع أعداد طيور الفلامينغو في بحيرة مالحة قرب أجدابيا يثير قلق الباحثين,سرب صغير من طيور الفلامينغو يتجمع حول بقعة مائية ضحلة محاطة بالملح والشجيرات الجافة (رويترز),بيئة,ليبيا
البرلمان الصومالي يناقش مشروع قانون جديد لتنظيم الموارد البحرية وسط تصاعد التوتر مع كينيا,صيادون صوماليون يعرضون صيدهم اليومي في ميناء مقديشو مع غروب الشمس (رويترز),سياسة,الصومال
سيول مفاجئة تجتاح سبها وتتسبب في انهيار منازل ومقتل أربعة أشخاص,مياه السيول تغمر أحد أحياء مدينة سبها جنوب ليبيا وتحيط بالمنازل المتضررة (رويترز),حوادث,ليبيا
تحالف المعارضة السودانية يعلن مبادرة جديدة للحوار مع الجيش في دارفور,ممثلو قوى المعارضة السودانية خلال مؤتمر صحفي في أحد فنادق مدينة الفاشر غرب السودان (رويترز),سياسة,السودان
مهرجان تازة الدولي يجمع فنانين من الجبال والريف المغربي لإحياء التراث الشفهي,"مجموعة من النساء والرجال يرتدون أزياء تقليدية يؤدون ""أحيدوس"" في ساحة تاريخية بمدينة تازة شمال المغرب (الجزيرة)",ثقافة,المغرب
سكان بلدة عقربا ينظمون مبادرة بيئية لإعادة تدوير النفايات المنزلية,متطوعون فلسطينيون يجمعون العلب البلاستيكية والأوراق ضمن حملة توعية في شوارع عقربا جنوب نابلس (الجزيرة),مجتمع,فلسطين
تراجع إنتاج الزيتون في الضفة الغربية يهدد دخل آلاف المزارعين الفلسطينيين,مزارعون فلسطينيون خلال جني ثمار الزيتون في أحد بساتين قلقيلية وسط أجواء قلق بسبب تدني المحصول هذا الموسم (الجزيرة),اقتصاد,فلسطين
قطر تُطلق أول منصة رقمية لتعقب استهلاك الطاقة المنزلية بالتعاون مع شركات الاتصالات,وزير الاتصالات القطري يشرح آلية عمل المنصة لكبار المهندسين في مركز بيانات حديث بالدوحة (رويترز),تقنية,قطر
تصاعد الاستثمار في الطاقة الشمسية بالأردن مع بدء تشغيل محطة الأزرق الجديدة,صفوف من الألواح الشمسية على أطراف بلدة الأزرق وسط الصحراء الشرقية الأردنية، ضمن مشروع الطاقة المتجددة الجديد (الأناضول),اقتصاد,الأردن
البحرين تطلق أول منصة رقمية للكتب الصوتية باللغة العربية بدعم حكومي,وزير شؤون الإعلام البحريني يدشن المنصة الجديدة خلال مؤتمر صحفي في المنامة بحضور ناشرين محليين (وكالة أنباء البحرين),تقنية,البحرين
مبادرة تطوعية لترميم منازل كبار السن في قرى المنيا تجمع شبان المنطقة,مجموعة من الشباب يحملون معدات البناء وهم يعملون على إصلاح واجهة منزل ريفي بسيط في إحدى قرى محافظة المنيا (عدسة محلية),مجتمع,مصر
"متحف قطر الوطني يحتفي بالفنون البحرية في معرض ""أصداء الخليج""",زوار يستكشفون مجسمات قوارب تقليدية تروي تاريخ الملاحة في الخليج داخل ردهات المتحف الحديث (الجزيرة),ثقافة,قطر
انهيار مبنى سكني قديم في البصرة يخلف قتلى وجرحى بين السكان,فرق الدفاع المدني ترفع الأنقاض بحثاً عن ناجين في موقع انهيار المبنى وسط حي شعبي بالبصرة (رويترز),حوادث,العراق
تطوع نسائي يضيء دروب المرضى في مستشفيات الكويت,متطوعات يتبادلن الحديث مع مريضة مسنّة في جناح العناية الطويلة بمستشفى الصباح، وهن يحملن علب كتب ترفيهية ووروداً صغيرة (الجزيرة),قضايا اجتماعية,الكويت
سلطنة عمان تدشّن أول محطة تجريبية لإنتاج الأمونيا الخضراء في صحار,محطة الطاقة الجديدة في المنطقة الصناعية بصحار عند لحظة تشغيلها الأولية بحضور عدد من المهندسين والمسؤولين العمانيين (رويترز),طاقة,عُمان
"انطلاق مهرجان ""حكايا الرمل"" للفنون التراثية في مدينة العُلا",فنانون سعوديون يعكفون على نقش رسومات رملية وزخارف تقليدية وسط أجواء المهرجان في العُلا (واس),ثقافة,السعودية
ارتفاع معدلات التسرب المدرسي في شمال لبنان يثير قلق الأهالي والمنظمات المحلية,قاعة صف شبه فارغة في مدرسة رسمية بمدينة طرابلس، حيث تتراجع أعداد الطلاب بسبب الضغوط الاقتصادية وصعوبة الوصول للمدارس (رويترز),قضايا اجتماعية,لبنان
جدل في الأردن بعد موافقة البرلمان على قانون جديد للأحزاب السياسية,نواب أردنيون يتبادلون النقاش خلال جلسة التصويت الأخيرة في مجلس النواب بالعاصمة عمّان (الأناضول),سياسة,الأردن
موريتانيا تعلن إطلاق منطقة حرة جديدة قرب نواكشوط لجذب الاستثمارات الأجنبية,آليات الحفر وتجهيز الأراضي في موقع المنطقة الحرة المقترحة، وسط حضور وفد حكومي ورجال أعمال محليين (الوكالة الموريتانية للأنباء),اقتصاد,موريتانيا
