title,caption,topic,country
الإمارات تطلق أول برنامج وطني لدعم صحة المرأة في سن اليأس وتؤسس عيادات متخصصة,طبيبة إماراتية تشرح لمجموعة من السيدات آليات التعامل مع الأعراض الشائعة في إحدى العيادات الجديدة بدبي (وام),صحة,الإمارات
"مهرجان ""حكايات كويتية"" يعيد إحياء فن السمر البحري في السالمية",شبان يرتدون الدشداشة ويلتفّون حول حكواتي مسنّ يروي قصص الغوص والغناء البحري في فناء بيت تراثي مضاء بالفوانيس (رويترز),ثقافة,الكويت
بيروت تحتفي بتراث الخط العربي في مهرجان الفنون البصرية,أحد الخطاطين اللبنانيين يستعرض مهاراته وسط جمهور من الزوار في مهرجان الفنون البصرية ببيروت (الوكالة الوطنية للإعلام),ثقافة,لبنان
مبادرة مجتمعية لإعادة إحياء غابات وديان إب بعد موجات جفاف متكررة,متطوعون من أبناء محافظة إب يزرعون شتلات في منحدرات وادي السحول ضمن برنامج تشجير تشرف عليه منظمات محلية (الأناضول),بيئة,اليمن
نقص حاد في أدوية الأمراض المزمنة يهدد حياة المرضى شمال غزة,ممرضة فلسطينية تنظم رفوف الأدوية شبه الفارغة داخل صيدلية مستشفى بيت حانون الحكومي، حيث تظهر بعض علب الدواء المتبقية وسط إضاءة خافتة وانعكاس حالة التوتر بين الطاقم الطبي، في مشهد يعكس الأزمة المتفاقمة بسبب القيود المفروضة على إدخال الأدوية للمنطقة (تصوير: عبد الكريم أبو شنب),صحة,فلسطين
حملة توعية لتقليل وفيات المواليد في جزر القمر تثير تفاعلاً مجتمعياً واسعاً,ممرضة محلية تشرح للأمهات أهمية الرعاية الصحية قبل الولادة داخل عيادة ريفية بجزيرة موهيلي (الفرنسية),صحة,جزر القمر
مبادرة شبابية في تعز لإعادة إحياء الأسواق الشعبية القديمة,مجموعة من المتطوعين الشباب يرممون واجهات المحلات في أحد أسواق تعز التراثية (الأناضول),مجتمع,اليمن
انفجار لغم أرضي يودي بحياة 3 أطفال أثناء رعي الأغنام في ريف تعز اليمني,سكان من قرية الدمنة يتحلقون حول موقع الانفجار ويواسون ذوي الضحايا وسط حزن عارم (رويترز),حوادث,اليمن
البحرين تطلق حملة وطنية لمحاربة السمنة بين الأطفال بعد ارتفاع معدلاتها,فريق طبي يفحص أطفالا في مدرسة ابتدائية بالعاصمة المنامة ضمن الحملة الجديدة (رويترز),قضايا اجتماعية,البحرين
مبادرة فلسطينية لإطلاق أول تطبيق يربط المزارعين بالأسواق المحلية إلكترونياً,شاب فلسطيني يستعرض واجهة التطبيق الجديد وسط مزرعته في سهل مرج بن عامر شمال الضفة الغربية (الأناضول),تقنية,فلسطين
تونس تدشّن أول منصة إلكترونية وطنية لتوثيق التراث الأثري بتقنيات ثلاثية الأبعاد,مشرفون تونسيون يعاينون نماذج أثرية معروضة افتراضياً عبر شاشات بمتحف باردو في العاصمة تونس (الأناضول),تقنية,تونس
مدارس جيبوتي تعود لاستقبال الطلاب بعد توقف دام أسبوعاً بسبب الأمطار الغزيرة,طلاب يحملون حقائبهم تحت أشعة الشمس أمام بوابة مدرسة حكومية أعيد فتحها بحضور معلمين وإداريين (فرانس برس),تعليم,جيبوتي
حريق ضخم يلتهم سوقاً شعبياً في البصرة ويخلف خسائر مادية فادحة,دخان كثيف يتصاعد من أروقة محلات سوق الجمهورية التاريخي وسط البصرة بينما يحاول رجال الإطفاء إخلاء المتاجر (رويترز),حوادث,العراق
مبادرة كويتية لتأهيل منازل الأسر محدودة الدخل في الجهراء,متطوعون شباب بصدد طلاء جدران منزل قديم في أحد أحياء محافظة الجهراء (كونا),قضايا اجتماعية,الكويت
"""مهرجان الخرطوم الدولي للموسيقى التقليدية يعيد إحياء أغاني التراث النوبي""",مجموعة من العازفين يرتدون الأزياء النوبية التقليدية يؤدون على آلات الطمبور وسط جمهور متنوع في ساحة المتحف القومي بالخرطوم (الجزيرة),ثقافة,السودان
أول محطة بحرية للطاقة الشمسية تبدأ التشغيل التجريبي في رأس الخيمة,ألواح شمسية عائمة على سطح البحر، في مشهد يعكس استثمار الإمارات في تقنيات الطاقة النظيفة لتعزيز إمدادات الكهرباء المحلية (وام),طاقة,الإمارات
نادي الشارقة يطلق أول أكاديمية متخصصة لتدريب حراس المرمى في الخليج,مدربون إماراتيون يشرفون على تدريبات حراس مرمى ناشئين في ملعب أكاديمية الشارقة الجديدة (وام),رياضة,الإمارات
تحذيرات من تدهور نوعية الهواء في القاهرة إثر تصاعد النوبات الرملية,سحب كثيفة من الغبار تغطي شوارع القاهرة وتقلل مدى الرؤية في ساعة ازدحام مروري (الأناضول),بيئة,مصر
