title,caption,topic,country
تراجع إنتاج الزيتون يرفع أسعار الزيوت النباتية في الأسواق السورية,امرأة تراقب أسعار الزيوت في أحد متاجر دمشق وسط قلق من ارتفاع الأسعار المستمر (رويترز),اقتصاد,سوريا
مدارس حلب تبدأ تجربة ساعات دوام صيفي لمواجهة ارتفاع درجات الحرارة,طلاب مدرسة ابتدائية في مدينة حلب يجلسون في ساحة المدرسة خلال الفسحة الصباحية، بينما تظللهم أشجار الكينا العالية (وكالة الأنباء السورية),تعليم,سوريا
الصومال يعلن اكتشاف حقل غاز طبيعي جديد قبالة سواحله الأطلسية,سفينة أبحاث بحرية ترفع علم الصومال أثناء عمليات مسح جيولوجي في عرض البحر بالقرب من مقديشو (رويترز),طاقة,الصومال
ارتفاع ملحوظ في أعداد الطلاب المتسربين من المدارس الريفية في ريف حماة,أحد صفوف مدرسة ابتدائية شبه خالية في قرية الجلمة بريف حماة الشمالي وسط مقاعد خشبية مهترئة (AFP),مجتمع,سوريا
"انطلاق مبادرة ""فصول بلا جدران"" لدعم التعليم المجتمعي في ضواحي سبها",مجموعة من الأطفال يجلسون في حلقة دائرية تحت ظل شجرة يتلقون دروسهم من متطوعين محليين في إحدى ضواحي سبها (رويترز),تعليم,ليبيا
البحرين تطلق أول منصة رقمية لبيع وتبادل الأعمال الفنية المحلية,فنانون بحرينيون يعرضون لوحاتهم عبر شاشات تفاعلية في فعالية إطلاق المنصة الجديدة بالمنامة (الأيام البحرينية),تقنية,البحرين
انطلاق أول دوري نسائي لكرة السلة في جدة وسط تفاعل جماهيري كبير,لاعبات سعوديات من فريقي الهلال والأهلي يتنافسن على الكرة خلال المباراة الافتتاحية في صالة رياضية حديثة بمحافظة جدة بحضور جمهور متحمس (رويترز),رياضة,السعودية
أزمة ارتفاع المصروفات تضرب الجامعات الأهلية بمصر وسط مخاوف طلابية,طلاب يتجمعون أمام إحدى بوابات جامعة أهلية في القاهرة للتشاور حول قرارات جديدة برفع الرسوم السنوية (الأناضول),تعليم,مصر
إقبال غير مسبوق على مدارس التعليم التقني في صفاقس مع إطلاق تخصصات جديدة,طلاب تونسيون يتدربون على تشغيل معدات ميكانيكية متقدمة داخل ورشة تعليمية بمدينة صفاقس (الصحافة التونسية),تعليم,تونس
قطر تعزز صادراتها من التمور إلى الأسواق الآسيوية وسط ارتفاع الطلب,عمال في مصنع تعبئة التمور بالدوحة يشرفون على تجهيز الشحنات المخصصة للتصدير إلى دول جنوب شرق آسيا (رويترز),اقتصاد,قطر
