title,caption,topic,country
أحمد حسن يحطم الرقم القياسي المصري في سباق الـ400 متر حواجز بألعاب القوى,العداء أحمد حسن أثناء انطلاقه في مضمار ستاد القاهرة الدولي خلال منافسات البطولة الوطنية لألعاب القوى (الجزيرة),رياضة,مصر
اتحاد الكرة العُماني يعلن إطلاق دوري نسائي لكرة القدم في جميع المحافظات,شابات عمانيات يرتدين الزي الرياضي الكامل يتدربن بحماس على ملعب معشّب في ولاية السيب، وسط تشجيع مدربات واهتمام جماهيري متزايد (وكالة الأنباء العمانية),رياضة,عُمان
"مبادرة ""شجرة لكل بيت"" تنطلق في ضواحي الجهراء لمواجهة التصحر في الكويت",متطوعون وشباب يزرعون شتلات السدر في إحدى حدائق الجهراء ضمن فعاليات الحملة البيئية (الجزيرة),بيئة,الكويت
فيضان نهر النيل الأزرق يهدد مزارع الفقراء بجنوب سنار,مزرعة ذرة غمرتها مياه النيل الأزرق عقب ارتفاع منسوب المياه في ولاية سنار جنوب السودان (الجزيرة),بيئة,السودان
ارتفاع أسعار الخضروات يثقل ميزانية الأسر في الضفة الغربية,بائع خضار في سوق نابلس ينظم صناديق الطماطم وسط حركة متزايدة ووجوه تعكس القلق من ارتفاع الأسعار (الجزيرة),اقتصاد,فلسطين
انقلاب قارب صيد يقل عائلة في سواحل أنجوان ومخاوف من فقدان مزيد من الأشخاص,عناصر من خفر السواحل في جزر القمر يفتشون الشاطئ بحثاً عن ناجين بعد انقلاب القارب قبالة أنجوان (الجزيرة),حوادث,جزر القمر
انطلاق النسخة الأولى من بطولة الكريكيت الوطنية في نواكشوط بمشاركة فرق شبابية,أحد اللاعبين يسدد الكرة أثناء مباراة الكريكيت الافتتاحية وسط تفاعل جماهيري في ملعب العاصمة (وكالة الأخبار الموريتانية),رياضة,موريتانيا
مبادرة مجتمعية في البحرين لدعم دمج ذوي الإعاقة في سوق العمل,شاب بحريني من ذوي الإعاقة يتلقى تدريباً مهنياً في أحد مراكز التأهيل بمدينة حمد، برفقة مشرفة اجتماعية (رويترز),قضايا اجتماعية,البحرين
تكتل سياسي جديد في دارفور يعلن مقترحات لحل الأزمة السودانية,قادة التكتل السياسي الجديد مجتمعون في أحد فنادق مدينة نيالا يناقشون خريطة طريق لإنهاء النزاع (رويترز),سياسة,السودان
السعودية تفتتح أول منطقة حرة متخصصة بصناعة الدواء في جدة,وفد حكومي سعودي يزور منشآت المنطقة الحرة الجديدة خلال جولة تعريفية بحضور ممثلين عن شركات أدوية عالمية ومحلية (واس),اقتصاد,السعودية
