title,caption,topic,country
الجزائر تُطلق مبادرة جديدة لتعزيز ثقافة القراءة بين الشباب,مجموعة من الشباب الجزائريين يتجمعون في مكتبة عمومية خلال فعالية قراءة مخصصة لتعزيز الوعي الثقافي (الصحافة الجزائرية),مجتمع,الجزائر
"""الأردن يطلق برنامجاً جديداً لدعم ريادة الأعمال النسائية في القطاع التكنولوجي""",سيدة أعمال أردنية تتحدث خلال ورشة عمل حول الابتكار التكنولوجي في العاصمة عمان، بحضور مجموعة من النساء الرائدات في مجال التقنية (تصوير: الجزيرة).,اقتصاد,الأردن
تفجير يستهدف مركزاً للشرطة في مدينة حلب ويدفع سلطات الأمن لتعزيز إجراءاتها,آثار الدمار والخراب حول مركز الشرطة في حلب بعد الهجوم، مع تواجد قوات الأمن والفرق الطبية في الموقع (رويترز),حوادث,سوريا
الدوحة تستضيف قمة الأمن الغذائي لتعزيز التعاون العربي أمام التحديات العالمية,وزراء الزراعة العرب خلال لقائهم في قمة الأمن الغذائي في الدوحة، حيث تم مناقشة استراتيجيات جديدة لتعزيز الإنتاج الغذائي والنزاهة في السوق (الجزيرة),سياسة,قطر
"تونس تعلن عن حملة تطعيم جديدة ضد فيروس ""كورونا"" تستهدف الفئات الأكثر عرضة للخطر",فريق طبي يقوم بتطعيم المرضى في مركز صحي بالعاصمة تونس، مع الالتزام بإجراءات السلامة الصحية (وكالة تونس إفريقيا للأنباء),صحة,تونس
حريق هائل يلتهم مستودعاً للمواد الغذائية في طرابلس اللبنانية,ألسنة اللهب تتصاعد من المبنى المحترق بينما تتجمع فرق الإطفاء لمحاولة السيطرة على النيران في أحد المناطق الصناعية بطرابلس (الجزيرة),حوادث,لبنان
"""إطلاق برنامج تعليمي مبتكر لتعزيز المهارات اللغوية في المدارس الإماراتية""",طلاب في أحد الفصول الدراسية يستخدمون تقنيات تفاعلية جديدة لتعلم اللغات، وسط أجواء حماسية تعكس التفاعل الإيجابي (موقع وزارة التربية والتعليم الإماراتية),تعليم,الإمارات
"انطلاق حملة ""احمِ شجرتك"" لتعزيز التشجير في حدائق القاهرة","متطوعون يزرعون أشجارًا جديدة في حديقة عامة بالقاهرة خلال فعالية لحملة ""احمِ شجرتك""، التي تهدف إلى تحسين البيئة وزيادة المساحات الخضراء (الأناضول)",بيئة,مصر
تونس تطلق مشروع الطاقة الشمسية الذي يعد بفرص عمل جديدة للشباب,مهندسون تونسيون يتفقدون ألواح الطاقة الشمسية في موقع المشروع الجديد، الذي يعكس التزام البلاد بتحقيق الاستدامة البيئية وتعزيز الاقتصاد المحلي (الأناضول),طاقة,تونس
"""السودان يطلق مبادرة لزراعة الأشجار في المناطق القاحلة لتعزيز الأمن الغذائي""",مجموعة من المتطوعين في السودان يزرعون الشتلات في إحدى المناطق القاحلة، مع التركيز على جهود تعزيز الاستدامة البيئية ومكافحة التصحر. (وكالة الأنباء السودانية),بيئة,السودان
