title,caption,topic,country
بغداد تطلق أول منصة وطنية لتوثيق التراث المعماري رقمياً,خبراء عراقيون يستخدمون أجهزة مسح ضوئي ثلاثي الأبعاد في أحد بيوت بغداد القديمة ضمن مشروع توثيق التراث الرقمي (رويترز),تقنية,العراق
أبوظبي تعقد قمة تشاورية مع دول الساحل الأفريقي لتعزيز التعاون الأمني ومكافحة التهريب,وزراء خارجية الإمارات وعدة دول أفريقية خلال التوقيع على خارطة طريق مشتركة في العاصمة الإماراتية (وام),سياسة,الإمارات
تزايد هجرة الأطباء الشبان من تونس يثير قلق المجتمع الطبي,طبيب شاب يحمل حقيبته أثناء وداعه زملاءه في مطار تونس قرطاج الدولي، يونيو/حزيران 2024 (رويترز),قضايا اجتماعية,تونس
مبادرة مجتمعية لترميم المدارس المتضررة في سبها مع اقتراب الامتحانات النهائية,مجموعة من المتطوعين الشباب يحملون أدوات الصيانة وهم يعملون في إحدى المدارس القديمة بحي المنشية في سبها جنوب ليبيا. تظهر خلفهم جدران تحمل آثار التشققات وطلاء باهت.,مجتمع,ليبيا
حملة تطعيم واسعة للرضع في موروني عقب ارتفاع حالات الحصبة,ممرضة تقدم اللقاح لطفل رضيع في مركز صحي بضواحي العاصمة موروني، وسط متابعة دقيقة من ذويه (الجزيرة),صحة,جزر القمر
تونس تبحث عن حلول بديلة لمواجهة ارتفاع أسعار الحبوب العالمية,مزارعون تونسيون يجمعون سنابل القمح يدوياً في أحد الحقول شمال البلاد وسط توقعات بتراجع المحصول المحلي هذا العام (رويترز),اقتصاد,تونس
الجزائر تبحث عن دور إقليمي جديد في منطقة الساحل بعد التطورات النيجرية,وزير الخارجية الجزائري خلال اجتماعه مع دبلوماسيين أفارقة في الجزائر العاصمة (رويترز),سياسة,الجزائر
وزارة التربية التونسية تحدد معايير جديدة لاعتماد المدارس الخاصة,لجنة تفتيش تابعة لوزارة التربية تزور إحدى المدارس الخاصة في العاصمة تونس لتقييم التزامها بالمعايير الجديدة (الوكالة التونسية الرسمية),تعليم,تونس
ارتفاع صادرات زيت الزيتون الليبي إلى أسواق البحر المتوسط رغم تحديات القطاع,عمال يحضرون شحنات زيت الزيتون في أحد المصانع بمدينة الزاوية استعداداً للتصدير (رويترز),اقتصاد,ليبيا
المغرب يطلق أول شبكة وطنية لمراقبة جودة الهواء عبر أجهزة استشعار ذكية,تقنيون مغاربة يثبتون أجهزة استشعار جديدة على أحد أعمدة الإنارة في الدار البيضاء لمراقبة تلوث الهواء (رويترز),تقنية,المغرب
تراجع إنتاج زيت الزيتون يفاقم أزمة المزارعين في شمال لبنان,مزارع لبناني يتفقد أشجار الزيتون الجافة في سهل عكار إثر موسم حافل بالجفاف (الصحافة اللبنانية),اقتصاد,لبنان
عمان تُعلن عن أول مختبر بحري ذكي لمراقبة جودة المياه في سواحلها,باحثون عمانيون يستخدمون أجهزة استشعار متقدمة على أحد الأرصفة في ولاية صور لجمع بيانات حية عن نظافة الشواطئ (عمان نيوز),تقنية,عُمان
مدارس حمص الريفية تطلق مبادرة تعليمية لترميم الصفوف واكتشاف المواهب,طلاب من إحدى مدارس قرية دير فول في ريف حمص يشاركون في ورشة رسم أقيمت في قاعة صفية رُممت حديثاً ضمن مبادرة مجتمعية لدعم التعليم بالمناطق المتضررة (تصوير محلي),تعليم,سوريا
الإمارات تعتمد نظاماً جديداً للمصادقة الرقمية على الشهادات الجامعية اعتباراً من الخريف المقبل,موظفة في مركز خدمة حكومي بدبي تُسجّل بيانات خريج جامعي ضمن منصة التحقق الرقمي الجديدة (وام),تعليم,الإمارات
