title,caption,topic,country
"بطولة ""كأس الشباب الموريتاني"" تنطلق بمشاركة 16 فريقاً من مختلف المناطق",فرق الشباب تتنافس في إحدى مباريات الجولة الأولى للبطولة في ملعب شيخا ولد بيديا بالعاصمة نواكشوط (الجزيرة),رياضة,موريتانيا
"** موريتانيا تستضيف أول مؤتمر دولي لتكنولوجيا المعلومات والاتصالات في نواكشوط

**",** صور من افتتاح المؤتمر، حيث يظهر الحضور يتبادلون الآراء حول الابتكارات التكنولوجية الحديثة في قاعة المؤتمرات بفندق الساحل (الأخبار الموريتانية),تقنية,موريتانيا
انفجار يهز أحد أحياء الدمام ويصيب عددًا من المواطنين,رجال الأمن والإنقاذ يتجمعون حول موقع الانفجار الذي وقع في حي الشروق، حيث تُظهر الصورة أثار الحطام والدخان يتصاعد من المنطقة (واس),حوادث,السعودية
البحرين تستضيف بطولة دولية لكرة القدم الشاطئية بمشاركة 12 فريقاً,لاعبو الفرق يتنافسون في مباراة حماسية على شاطئ البحرين، حيث تمتلئ المدرجات بالجماهير المتحمسة. (الصحافة البحرينية),رياضة,البحرين
تراجع أسعار السلع الأساسية في أسواق حلب وسط مخاوف من الانهيار الاقتصادي,بعض المتسوقين في سوق حلب الشعبي يتفقدون الأسعار الجديدة للقمح والزيت والسكر، حيث يبدو الانفتاح على خيارات أكثر اقتصادية (الفرنسية),اقتصاد,سوريا
"""تزايد حالات الإصابة بمرض حمى الضنك في عدن ويطلب التحرك السريع""",فريق من الأطباء يتفقد حالة مرضى حمى الضنك في مستشفى الجمهورية بعدن، وسط زيادة ملحوظة في عدد الحالات المسجلة (الأناضول),صحة,اليمن
"إطلاق مبادرة ""كتاب لكل طفل"" لتعزيز التعليم في المناطق النائية بالجزائر",أطفال من منطقة نائية في الجزائر يتلقون الكتب المدرسية الجديدة في إطار المبادرة الوطنية لتوسيع نطاق التعليم. (الجزيرة),تعليم,الجزائر
البحرين تطلق استراتيجية جديدة لدعم الشركات الصغيرة والمتوسطة وتعزيز الابتكار,وزير الصناعة والتجارة والسياحة في البحرين خلال حفل إطلاق الاستراتيجية الجديدة، حيث يظهر الحضور من رجال الأعمال والمستثمرين متفائلين بمستقبل ريادة الأعمال (الجزيرة),اقتصاد,البحرين
الصومال يطلق حملة وطنية لزراعة 10 ملايين شجرة لمكافحة التصحر,متطوعون في العاصمة مقديشو يزرعون الأشجار كجزء من حملة وطنية تهدف إلى تحسين البيئة ومكافحة آثار التصحر في البلاد (وكالة الأنباء الصومالية),بيئة,الصومال
جزر القمر تطلق منصة رقمية جديدة لتعزيز التعليم عن بعد في المناطق النائية,تلاميذ يستخدمون أجهزة الكمبيوتر في قاعة دراسية حديثة تستضيف ورشة عمل حول التعليم الإلكتروني بجزر القمر (رويترز),تقنية,جزر القمر
