title,caption,topic,country
جداريات حي الأعظمية.. لوحات تروي تاريخ بغداد القديم والحديث,فنان شاب يرسم تفاصيل جدارية كبيرة تصور مشاهد من الحياة البغدادية على جدار مدرسة قديمة في الأعظمية (الجزيرة),ثقافة,العراق
شباب جيبوتي يطلقون حملة لمحو الأمية الرقمية في القرى النائية,مجموعة من الشباب والمتطوعين يجتمعون حول أجهزة حاسوب محمولة داخل مركز اجتماعي ريفي في ضواحي مدينة علي صبيح (رويترز),قضايا اجتماعية,جيبوتي
فنانات فلسطينيات يزينّ جدران الخليل برسوم عن التراث الشعبي الغائب,مجموعة من الشابات ينتهين من رسم جدارية تمثل زفة العروس الفلسطينية أمام أحد بيوت البلدة القديمة (عدسة محمد خميس),ثقافة,فلسطين
مشروع جديد لتحسين تغطية الإنترنت في المناطق الريفية بالصومال بدعم من منظمات دولية,فنيون صوماليون يثبتون معدات اتصالات حديثة على برج في قرية نائية شمال مقديشو (رويترز),تقنية,الصومال
شباب الوصل يحرزون لقب كأس السوبر الإماراتي لكرة القدم للمرة الأولى,لاعبو فريق الوصل يحتفلون بالكأس في استاد آل مكتوم وسط حضور جماهيري كبير ورفع الأعلام الصفراء في المدرجات,رياضة,الإمارات
مدارس جيبوتي الحكومية تدخل التجهيزات الرقمية لأول مرة في الأرياف,معلم يشرح درساً باستخدام جهاز لوحي في فصل من الطوب المحلي بقرية تبعد 80 كيلومتراً عن العاصمة (ديجيبو - أحمد موسى),تعليم,جيبوتي
البنك المركزي الليبي يدرس إجراءات جديدة للحد من تدهور سعر الدينار,مبنى البنك المركزي الليبي في طرابلس يرفرف عليه العلم الوطني وسط حركة نشطة للمواطنين (رويترز),اقتصاد,ليبيا
عُمان تطلق أول منصة رقمية للمزادات على التحف والمقتنيات المحلية,موظفون يعرضون قطعاً فنية عمانية نادرة عبر شاشات تفاعلية في مقر المنصة بالعاصمة مسقط (العمانية),تقنية,عُمان
نادي جبل المكبر يتوج بطلاً لدوري كرة القدم الفلسطيني للمرة الثالثة في تاريخه,فرحة عارمة بين لاعبي جبل المكبر وجماهيرهم في ملعب فيصل الحسيني بعد صافرة النهاية (رويترز),رياضة,فلسطين
انتشار غير مسبوق للحُمى النزفية في محافظة حضرموت يربك القطاع الصحي,طاقم طبي يجهز غرفة عزل خاصة بمستشفى سيئون المركزي استعداداً لاستقبال حالات مشتبه بها بالحُمى النزفية (وزارة الصحة اليمنية),صحة,اليمن
البحرين تطلق أول محطة تجريبية لتحويل طاقة أمواج الخليج إلى كهرباء,مهندسون بحرينيون يراقبون منصة عائمة لاستخراج الطاقة من الأمواج على الساحل الشمالي للبلاد (وكالة الأنباء البحرينية),طاقة,البحرين
موجة حمى التيفوئيد تضرب القرى الجبلية في تيزي وزو وتحذيرات من تلوث مصادر المياه,عاملون صحيون يجمعون عينات من مياه أحد الينابيع في قرية آيت يحيى بتيزي وزو لفحصها بعد تفشي حالات التسمم (الجزيرة),صحة,الجزائر
مدارس نينوى تعاني من نقص الكوادر التدريسية وارتفاع نسب التسرب بعد النزوح,تلاميذ يجلسون في فناء مدرسة مؤقتة شيدت من ألواح خشبية وسط مدينة الموصل (الجزيرة),تعليم,العراق
"جامعات جنوب العراق تطلق مبادرة ""مكتبة لكل حي"" لتعزيز القراءة بين طلاب المدارس",طلبة جامعيون ومتطوعون ينقلون صناديق كتب إلى إحدى مدارس البصرة ضمن فعاليات إطلاق المبادرة (جامعة البصرة),تعليم,العراق
جيبوتي تطلق برنامجاً لمحو الأمية الرقمية في المناطق الريفية,متطوعون محليون يشرحون دروس الكمبيوتر للأطفال في قرية ريفية بمحافظة دخيل، جنوب جيبوتي (الجزيرة),مجتمع,جيبوتي
انطلاق برنامج لتعليم الترميز للأطفال في مخيمات قطاع غزة بدعم محلي,مجموعة من الأطفال الغزيين يشاركون في ورشة تعلم البرمجة داخل قاعة بسيطة بمخيم الشاطئ (الأناضول),تعليم,فلسطين
تونس تطلق مشروع غابات حضرية لمواجهة موجات الحرارة في العاصمة,متطوعون يزرعون أشجاراً صغيرة في إحدى الحدائق العامة بضواحي تونس العاصمة ضمن حملة التشجير الجديدة، 25 يونيو/حزيران 2024 (رويترز),بيئة,تونس
موريتانيا تحتضن أول بطولة نسائية لكرة القدم الشاطئية بمشاركة 8 فرق محلية,لاعبات من فرق موريتانية يتنافسن على الشاطئ بالقرب من نواكشوط وسط تشجيع جماهيري لافت (رويترز),رياضة,موريتانيا
ارتفاع لافت في عمالة الأطفال بالأعمال الخطرة في الأحياء الصناعية بحلب,طفل يحمل أدوات حدادة ثقيلة داخل ورشة ميكانيكا وسط ضجيج الماكينات في حي الشعار بحلب (الأناضول),قضايا اجتماعية,سوريا
الإمارات تطلق أول محمية طبيعية بحرية لحماية الشعاب المرجانية في سواحل الفجيرة,مشهد جوي لشعاب مرجانية ملونة تحت مياه خليج عمان قرب سواحل الفجيرة (رويترز),بيئة,الإمارات
نادي النصر الليبي يطلق أكاديمية نسائية لتطوير كرة القدم في بنغازي,لاعبات شابات خلال حصة تدريبية في أكاديمية كرة القدم الجديدة بنادي النصر ببنغازي (الجزيرة),رياضة,ليبيا
مدارس سبها تبدأ تدريس اللغة الأمازيغية لأول مرة في فصول المرحلة الإعدادية,معلمة تشرح حروف اللغة الأمازيغية لطلاب الصف السابع داخل إحدى الفصول الدراسية بمدينة سبها جنوبي ليبيا في إطار مبادرة وزارة التعليم لتعزيز التنوع الثقافي واللغوي (رويترز),تعليم,ليبيا
مهندسون ليبيون يبتكرون تقنية لإصلاح الشبكات الكهربائية عن بُعد في ظل ضعف البنية التحتية,فريق صيانة يراقب شاشات التحكم في مركز كهرباء طرابلس أثناء اختبار التقنية الجديدة (وكالة الصحافة الليبية),تقنية,ليبيا
صادرات التمور السعودية تسجل رقماً قياسياً وتفتح أسواقاً جديدة في آسيا,عمال يقومون بفرز وتغليف التمور في أحد المصانع الحديثة بمحافظة الأحساء قبل شحنها إلى الخارج (واس),اقتصاد,السعودية
انهيار أرضي مفاجئ يبتلع ثلاثة منازل في بلدة وصاب بمحافظة ذمار,رجال إنقاذ وأهالي البلدة يتجمعون وسط الركام والأتربة في محاولة للعثور على المفقودين تحت أنقاض المنازل المنهارة (رويترز),حوادث,اليمن
ارتفاع ملحوظ في معدلات النزوح الداخلي بسبب تدهور الأوضاع الأمنية في جنوب الصومال,عائلات صومالية تحمل متاعها سيراً على الأقدام عبر سهول مفتوحة بحثاً عن ملاذ آمن قرب مدينة بيدوا (رويترز),قضايا اجتماعية,الصومال
انطلاق مهرجان الكتب النادرة في الشارقة وسط اهتمام محبي التراث,زوار يتصفحون مخطوطات تاريخية وسط أروقة معرض الكتب النادرة في متحف الشارقة للتراث (الفرنسية),ثقافة,الإمارات
إطلاق منصة رقمية جديدة لدعم التجارة الإلكترونية المحلية في سوريا,مجموعة من رواد الأعمال السوريين يستخدمون أجهزة الحاسوب المحمولة في إحدى ورش العمل التفاعلية بدمشق ضمن فعاليات إطلاق المنصة (رويترز),تقنية,سوريا
جزر القمر تطلق أول بنك إسلامي صغير لدعم المشروعات النسائية الريفية,سيدات من منطقة موتسامودو يتلقين تدريبات مالية في مركز المجتمع المحلي لدعم مشروعات إنتاج الزيوت العطرية (رويترز),اقتصاد,جزر القمر
مبادرة شبابية في الدوحة لإعادة إحياء فريج قديم وتحويله لمركز تفاعلي للتراث القطري,شباب من المتطوعين يرممون جداراً طينياً ضمن أحد أزقة الفريج التاريخي في قلب الدوحة,قضايا اجتماعية,قطر
مبادرة شبابية في نابلس لإعادة تأهيل المكتبات المدمرة في المخيمات,مجموعة من الشباب المتطوعين ينقلون رفوف كتب وأرفف خشبية داخل مكتبة مؤقتة في مخيم بلاطة شرقي نابلس (الجزيرة),قضايا اجتماعية,فلسطين
مبادرة محلية تفتتح مكتبة متنقلة لدعم التعليم في أرياف جنوب الصومال,شاحنة صغيرة زرقاء اللون مجهزة برفوف مليئة بالكتب توقفت وسط قرية نائية، وأطفال يحملون دفاترهم يلتفون حولها بفضول في مشهد حيوي (مقديشو-الجزيرة),تعليم,الصومال
نادي شباب رفح يعلن تأسيس أكاديمية كرة قدم للأطفال رغم التحديات,أطفال يرتدون الزي الرياضي يمارسون التدريبات في ملعب رملي محاط بأنقاض مبانٍ، فيما يقودهم مدرب شاب مبتسم يحمل صافرة (الجزيرة),رياضة,فلسطين
مبادرة شبابية لإعادة ترميم المدارس المتضررة في سبها جنوب ليبيا,متطوعون شباب يعملون على طلاء جدران إحدى المدارس القديمة في مدينة سبها (وكالة الأنباء الليبية),مجتمع,ليبيا
ارتفاع أسعار الحبوب في السودان يدفع الأسر إلى تغيير أنماط استهلاكها الغذائية,مواطنون سودانيون يصطفون أمام مخبز تقليدي في أحد أحياء الخرطوم بحثاً عن الخبز بعد موجة غلاء جديدة (الأناضول),اقتصاد,السودان
إطلاق مبادرة لتعليم الأطفال النازحين في ريف إدلب عبر الفصول المتنقلة,معلمة شابة تشرح الدرس لمجموعة من الأطفال داخل حافلة صغيرة معدلة كصف مدرسي في مخيم شمال إدلب (الجزيرة),تعليم,سوريا
مشروع طاقة شمسية جديد يدشن مرحلة التحول في جزيرة أنجوان بجزر القمر,عمال محليون يثبتون ألواحاً شمسية على أسطح مبانٍ ريفية وسط تلال جزيرة أنجوان (الجزيرة),طاقة,جزر القمر
"مهرجان ""الحنّون"" الأول في نابلس يحيي تراث الزهور الفلسطينية",نساء فلسطينيات يرتدين الأزياء التراثية يجمعن زهور الحنّون في سفوح جبال نابلس خلال فعاليات المهرجان (الأناضول),ثقافة,فلسطين
جدل في لبنان حول قرار بلدي يفرض قيوداً على تجول العمال الأجانب ليلاً,عمال بناء من جنسيات آسيوية ينهون يومهم في إحدى ضواحي بيروت استعداداً للعودة إلى سكنهم الجماعي (رويترز),قضايا اجتماعية,لبنان
جامعة نيالا تدشن برنامجاً لدعم تعليم الفتيات في مناطق النزاع بدارفور,مجموعة من الطالبات يتلقين كتبا وأجهزة لوحية خلال احتفال رسمي داخل حرم جامعة نيالا (فرانس برس),تعليم,السودان
شباب غزة يبتكرون تطبيقاً ذكياً لتتبع أضرار البنية التحتية جراء العدوان,مجموعة من الشبان ينشغلون ببرمجة الهواتف المحمولة داخل غرفة صغيرة في غزة وسط أكوام من أجهزة إلكترونية متهالكة (الجزيرة),تقنية,فلسطين
البرلمان التونسي يناقش مشروع قانون جديد لإشراك الشباب في صنع القرار الوطني,نواب شباب يتبادلون النقاش داخل قاعة البرلمان التونسي خلال الجلسة التشريعية (رويترز),سياسة,تونس
"مبادرة ""دراجتك صحتك"" تشهد إقبالاً لافتاً من النساء في جدة",مجموعة من النساء السعوديات يركبن درجاتهن الهوائية على كورنيش جدة أثناء الفعالية الأسبوعية للمبادرة (الشرق الأوسط),مجتمع,السعودية
مشاورات مطوّلة بين الكتل النيابية في لبنان للاتفاق على مشروع قانون الانتخاب الجديد,جلسة حوارية مغلقة تجمع رؤساء الكتل النيابية اللبنانية داخل مجلس النواب في بيروت (الفرنسية),سياسة,لبنان
"مبادرة ""ديوانية أجيال"" تجمع كبار السن والشباب لإحياء القصص الشعبية في الكويت",مجموعة من الشباب وكبار السن يتحلقون حول مائدة في ديوانية تراثية بمنطقة السالمية، يتبادلون الحكايات والذكريات (الجزيرة),مجتمع,الكويت
"الدوحة تحتضن مهرجان ""فن الخط العربي"" بمشاركة فنانين من 12 دولة",فنان قطري يرسم جملة باللغة العربية على لوحة كبيرة خلال افتتاح مهرجان الخط في متحف قطر الوطني (وكالة الأنباء القطرية),ثقافة,قطر
