title,caption,topic,country
السعودية تطلق صندوق استثماري جديد لدعم المشاريع الصغيرة والمتوسطة,الوزير المسؤول عن قطاع الاستثمار يتحدث في مؤتمر إطلاق صندوق المشاريع الصغيرة بابتسامة، محاطاً بمجموعة من رواد الأعمال السعوديين (الجزيرة),اقتصاد,السعودية
نادي شباب الخليل يتأهل لنهائي كأس فلسطين بعد انتصاره المثير على بلاطة,لاعبو نادي شباب الخليل يحتفلون بعد تسجيل هدف الفوز في مباراة نصف النهائي، وسط أجواء حماسية في ملعب الحسين يوم أمس (الأونروا),رياضة,فلسطين
انفجار قوي يهز معسكرات النازحين في طرابلس ويوقع ضحايا,آثار الدمار والخراب تظهر في أحد معسكرات النازحين وسط طرابلس بعد الانفجار الذي استهدف المنطقة، بينما يتجمع السكان المحليون للبحث عن المفقودين (الجزيرة).,حوادث,ليبيا
جزر القمر تحتفل باليوم الوطني للتنمية المستدامة وسط تأكيد على أهمية حماية البيئة,مجموعة من الشباب في جزر القمر يشاركون في فعالية توعوية حول الاستدامة البيئية، حيث يتم تقديم شتلات النباتات المحلية (الأناضول),مجتمع,جزر القمر
سوريا تحتفل بإطلاق مهرجان الأدب العربي في مدينة حلب,مشهد من افتتاح مهرجان الأدب العربي في حلب، حيث اجتمع كتّاب وشعراء من مختلف الدول العربية لتبادل الأفكار والآراء الأدبية (الجزيرة),ثقافة,سوريا
السودان يطلق مبادرة لتنمية التكنولوجيا الزراعية وتعزيز الأمن الغذائي,وفد رسمي يشارك في فعالية إطلاق المبادرة الجديدة للزراعة الذكية في الخرطوم، حيث تظهر خلفهم نماذج للتكنولوجيا المستخدمة في الزراعة (الجزيرة),تقنية,السودان
الحكومة المصرية تطلق مبادرة لتسهيل التحول الرقمي في المؤسسات الحكومية,وزير الاتصالات المصري خلال المؤتمر الصحفي لإطلاق المبادرة في مقر الوزارة بالقاهرة، وسط تفاعل من الحضور وممثلي الإعلام (الجزيرة),تقنية,مصر
قافلة مساعدات إنسانية تصل إلى إدلب بعد أشهر من الانتظار,شاحنات تحمل مساعدات غذائية وطبية تُفرغ حمولتها في مركز توزيع بإدلب، وسط فرحة السكان الذين ينتظرون هذه الإمدادات بفارغ الصبر (الجزيرة),مجتمع,سوريا
قطر تستضيف بطولة العالم للسباحين تحت 16 عاماً في إنجاز رياضي جديد,السباحون يتنافسون في ختام البطولة التي جمعت أفضل المواهب الشابة حول العالم بمجمع حمد للسباحة في الدوحة (الجزيرة),رياضة,قطر
وزير الطاقة السوري: 30% زيادة في إنتاج الكهرباء بحلول منتصف 2024,عمال في محطة توليد الكهرباء الجديدة في حمص يقومون بتركيب المعدات الحديثة لتوسيع القدرة الإنتاجية (الأناضول),طاقة,سوريا
