title,caption,topic,country
اليمن.. حملة توعوية واسعة في إب لمكافحة زواج الأطفال وتعزيز حقوق الفتيات في التعليم,ناشطات يمنيات يحملن لافتات خلال فعالية توعوية نظمتها منظمات مجتمعية محلية في مدينة إب للتحذير من مخاطر الزواج المبكر وأثره على مستقبل الفتيات (الجزيرة),مجتمع,اليمن
أزمة التسرب المدرسي في ريف إدلب.. أطفال يتركون الدراسة ويلتحقون بسوق العمل هرباً من الفقر,أطفال يعملون في ورش الحدادة والنجارة بأحياء مدينة إدلب بدلاً من الجلوس على مقاعد الدراسة (الجزيرة),قضايا اجتماعية,سوريا
تونس تُطلق حملة وطنية لإعادة تشجير الغابات المحترقة في ولاية الكاف,عمال ومتطوعون يزرعون شتلات أشجار الصنوبر في إحدى المناطق الجبلية بولاية الكاف التي دمّرتها حرائق الصيف الماضي (وكالة تاب),بيئة,تونس
السعودية تُدشّن أكبر محطة لتحلية المياه بالطاقة الشمسية في منطقة القصيم,محطة التحلية الجديدة في القصيم تعتمد كلياً على الألواح الشمسية بعيداً عن الوقود الأحفوري في خطوة نحو تحقيق أهداف رؤية 2030 (رويترز),طاقة,السعودية
"البحرين تُحيي ذاكرة ""الحرف اليدوية"" بمهرجان يجمع أُسَر الصناعات التراثية لأول مرة",حرفيون بحرينيون يعرضون منسوجاتهم وخزفياتهم التقليدية في ساحة قلعة البحرين الأثرية (هيئة البحرين للثقافة),ثقافة,البحرين
الجزائر تستدعي سفيرها لدى باريس احتجاجاً على تصريحات وزير فرنسي بشأن الذاكرة الاستعمارية,مبنى وزارة الشؤون الخارجية الجزائرية في العاصمة حيث جرى استدعاء السفير في خطوة دبلوماسية غير مسبوقة (الجزيرة),سياسة,الجزائر
سوريا تُطلق أول منصة رقمية حكومية لتسجيل الوثائق المدنية إلكترونياً في دمشق,موظفون في مركز خدمات حكومي بدمشق يتدربون على استخدام المنصة الرقمية الجديدة لإصدار الوثائق المدنية (سانا),تقنية,سوريا
السعودية تُطلق أكبر مشروع لإعادة تأهيل الأراضي المتدهورة في منطقة الربع الخالي,جرافات ومعدات زراعية تعمل على تثبيت الكثبان الرملية وزراعة النباتات الصحراوية المحلية في أطراف الربع الخالي بمحافظة نجران (الجزيرة),بيئة,السعودية
الصومال تستضيف بطولة محلية لكرة القدم الشاطئية للمرة الأولى في تاريخها بمشاركة 12 فريقاً,لاعبون صوماليون يتنافسون على رمال شاطئ مقديشو في افتتاح أول بطولة وطنية لكرة القدم الشاطئية (الاتحاد الصومالي لكرة القدم),رياضة,الصومال
قطر تستضيف بطولة الخليج للسباحة المفتوحة في المياه الطبيعية لأول مرة بمضمار البحر,سباحون خليجيون يتهيؤون للانطلاق من شاطئ سيلين قرب مدينة مسيعيد جنوبي الدوحة في افتتاح فعاليات البطولة (الجزيرة),رياضة,قطر
سوريا: مبادرة شبابية في حلب تُعيد إحياء فن الخط العربي في أحياء ما بعد الحرب,شباب سوريون يمارسون فن الخط العربي في مركز ثقافي مُعاد تأهيله بحي الشعار في حلب (الجزيرة),مجتمع,سوريا
ليبيا تستضيف بطولة المصارعة الحرة للشباب العربي لأول مرة في تاريخها,متصارعون شباب خلال إحدى جلسات التدريب في قاعة الألعاب الرياضية بطرابلس استعداداً للبطولة (الصحافة الليبية),رياضة,ليبيا
إعادة تأهيل مدارس متضررة في تعز.. خطوة نحو استعادة التعليم وسط صمود الأطفال,أطفال يمنيون يعودون إلى مقاعد الدراسة في إحدى المدارس المُرمَّمة بمحافظة تعز بعد سنوات من التوقف القسري (الجزيرة),تعليم,اليمن
البحرين تُدشّن أول محطة لتخزين الطاقة الشمسية بطاقة استيعابية تتجاوز 150 ميغاواط,منظر جوي لألواح الطاقة الشمسية المنتشرة في المحطة الجديدة جنوب المنامة، في إطار مساعي المملكة لتنويع مصادر الطاقة (رويترز),طاقة,البحرين
تونس تُطلق برنامجاً وطنياً لدعم المؤسسات الصغيرة في القطاع الفلاحي بتمويل يتجاوز 800 مليون دينار,مزارع تونسي يعمل في حقل زيتون بمنطقة صفاقس وسط موسم حصاد يشهد تحولات في آليات الدعم الحكومي الموجّه للفلاحين الصغار (الجزيرة),اقتصاد,تونس
"الكويت تُطلق مهرجان ""دواوين الخليج"" لإحياء فن الشعر النبطي وتوثيق إرثه الشفهي","شعراء من دول خليجية عدة يتجمعون في ساحة المهرجان بالكويت تحت أضواء الليل في افتتاح فعاليات ""دواوين الخليج"" (كونا)",ثقافة,الكويت
مخطوطات نادرة من العهد العباسي تعود إلى الواجهة في معرض بغداد للكتاب,زائرون يتأملون مخطوطات عباسية نادرة معروضة خلف واجهات زجاجية في قاعة التراث بمعرض بغداد الدولي للكتاب (الأناضول),ثقافة,العراق
السودان.. موجة نزوح داخلية تُفاقم أزمة الاكتظاظ في مخيمات ولاية كسلا مع اقتراب موسم الأمطار,عائلات نازحة تلجأ إلى مخيمات ولاية كسلا هرباً من ويلات النزاع المسلح، وسط مخاوف متصاعدة من تدهور الأوضاع الصحية مع بدء موسم الفيضانات (الجزيرة-أرشيف),قضايا اجتماعية,السودان
ليبيا تُطلق مبادرة وطنية لتوسيع شبكة الألياف الضوئية في المدن الكبرى لتعزيز الاتصالات,فنيون ليبيون يعملون على مد كابلات الألياف الضوئية في أحد شوارع طرابلس (وكالة الأنباء الليبية),تقنية,ليبيا
أزمة الشهادات الطبية في ليبيا.. خريجون يتكدسون أمام لجان التحقق بحثاً عن فرصة عمل,خريجو كليات الطب يتجمعون أمام مقر وزارة الصحة في طرابلس انتظاراً لاعتماد شهاداتهم (الجزيرة),مجتمع,ليبيا
"**
حرفة الزربية الجزائرية.. نساء المناطق الريفية يُحيين فن النسيج الأمازيغي ويرفضن الاندثار

**","**
حرفيات من منطقة الأوراس يمارسن نسج الزربية التقليدية بأنوالهن الخشبية الموروثة (الجزيرة)",مجتمع,الجزائر
انهيار جسر قديم في ريف دير الزور يودي بحياة 4 أشخاص ويُخلّف عدداً من المفقودين,الجسر المنهار الذي يربط بين قريتين على ضفاف الفرات، وسط تدافع الأهالي للبحث عن ناجين في المياه (أرشيف - خاص),حوادث,سوريا
البحرين تُطلق مبادرة وطنية لدعم كبار السن المقيمين بمفردهم في المناطق الريفية,متطوعون من جمعيات خيرية بحرينية خلال زيارة ميدانية لأحد المسنين في منطقة المحرق (وكالة أنباء البحرين),مجتمع,البحرين
السودان يُطلق مهرجان الخرطوم للفنون التشكيلية لإحياء الهوية الثقافية وسط الأزمة,فنانون سودانيون يعرضون لوحاتهم في المهرجان الذي يجمع عشرات الأعمال المستوحاة من الموروث الحضاري لحضارة مروي والنوبة القديمة (وكالة الأنباء السودانية),ثقافة,السودان
جيبوتي تُدشّن أول كابل بحري للألياف الضوئية يربطها بشبكة الإنترنت الإقليمية عبر خليج عدن,مهندسون جيبوتيون يتفقدون محطة الإرسال الساحلية في ميناء جيبوتي خلال مراسم الإطلاق الرسمي للكابل (رويترز),تقنية,جيبوتي
انهيار جسر في محافظة إب يودي بحياة ثلاثة أشخاص ويُشرّد عشرات الأسر,مواطنون يتفقدون حطام الجسر المنهار فوق وادي محابشة وسط محافظة إب اليمنية (خاص),حوادث,اليمن
الإمارات تُطلق مبادرة وطنية لدعم كبار السن من ذوي الدخل المحدود بتوفير الرعاية الصحية المنزلية المجانية,ممرضة إماراتية تزور مسنًا في منزله ضمن برنامج الرعاية المنزلية الذي أطلقته وزارة الشؤون الاجتماعية في أبوظبي (الاتحاد),مجتمع,الإمارات
مصر تُطلق مبادرة وطنية لإعادة تأهيل الشعاب المرجانية في البحر الأحمر بتقنيات حديثة,غواصون من فريق المبادرة يزرعون شتلات مرجانية في أعماق خليج العقبة قبالة سواحل شرم الشيخ (وزارة البيئة المصرية),بيئة,مصر
الجزائر تستضيف البطولة العربية للألعاب القوى بمشاركة 18 دولة وتطلع لتحقيق رقم قياسي جديد,عداؤون من دول عربية مختلفة خلال تدريباتهم في ملعب 5 جويلية بالعاصمة الجزائرية استعداداً للبطولة (الجزيرة),رياضة,الجزائر
انتشار وباء الكوليرا في ريف حلب.. آلاف الأسر تشرب من مياه ملوثة وسط غياب شبه تام للرعاية الصحية,طفل سوري يتلقى العلاج في أحد المراكز الصحية المؤقتة بريف حلب الشمالي وسط تصاعد موجة إصابات الكوليرا - يناير 2026 (الجزيرة نت),صحة,سوريا
البحرين تُطلق برنامجاً وطنياً للكشف المبكر عن سرطان القولون بالمراكز الصحية الأولية,فريق طبي في أحد مراكز الرعاية الصحية الأولية بالمنامة يستقبل المراجعين ضمن حملة الفحص الدوري المجاني (الجزيرة),صحة,البحرين
