title,caption,topic,country
قطر تُطلق مبادرة وطنية لإعادة تأهيل الشعاب المرجانية في مياه الخليج,فريق من الغوّاصين القطريين يزرع شتلات مرجانية في أعماق مياه الخليج العربي ضمن مشروع الحفاظ على التنوع البيولوجي البحري (الجزيرة),بيئة,قطر
الصومال يُوقّع اتفاقية مع صندوق النقد الدولي للحصول على تمويل بقيمة 120 مليون دولار لدعم الإصلاح الضريبي,وزير المالية الصومالي خلال مراسم التوقيع على الاتفاقية في مقديشو بحضور ممثلي صندوق النقد الدولي (وكالة الأنباء الصومالية),اقتصاد,الصومال
منتخب السودان لكرة السلة يحقق فوزاً تاريخياً على نظيره الكيني ويتأهل لنهائيات البطولة الأفريقية,لاعبو منتخب السودان لكرة السلة يحتفلون بالفوز عقب انتهاء المباراة الحاسمة أمام الجمهور في صالة الخرطوم الرياضية المغطاة (الاتحاد السوداني لكرة السلة),رياضة,السودان
السعودية تُطلق برنامجاً وطنياً لتأهيل معلمي المرحلة الابتدائية في تدريس العلوم التجريبية,معلمون يشاركون في ورشة تدريبية ميدانية بأحد مراكز التطوير التربوي في الرياض (واس),تعليم,السعودية
مجلس الشورى السعودي يُقرّ تعديلات جوهرية على نظام التقاعد المدني,جانب من جلسة مجلس الشورى السعودي في قاعة الانعقاد بالرياض خلال مناقشة الأنظمة الحكومية (واس),سياسة,السعودية
قطر تُطلق أول شبكة وطنية للحوسبة الكمية لخدمة القطاعات الحيوية,منظر عام لمبنى مركز قطر الوطني للحوسبة المتقدمة في الدوحة، حيث تنطلق البنية التحتية الرقمية الجديدة (الجزيرة),تقنية,قطر
الأردن يُطلق حملة وطنية لمكافحة ظاهرة التسرب المدرسي في المناطق الريفية,طلاب في إحدى مدارس محافظة معان يتلقون دروسهم ضمن مبادرة حكومية تستهدف الحد من ظاهرة ترك الدراسة المبكر (بترا),قضايا اجتماعية,الأردن
الإمارات تُطلق أكبر موسوعة رقمية للتراث الشعري النبطي بمشاركة 300 شاعر خليجي,جانب من حفل الإطلاق الرسمي للموسوعة في دار الأوبرا بدبي، وسط حضور واسع من الشعراء والمثقفين (وام),ثقافة,الإمارات
العراق يُطلق مبادرة وطنية لتوثيق الموروث الشفهي لكبار السن قبل اندثاره,متطوعون من طلاب الجامعات يُجرون مقابلات مع مسنين في إحدى قرى محافظة ديالى لتسجيل حكاياتهم وأمثالهم الشعبية (وكالة الأنباء العراقية),مجتمع,العراق
العراق يُطلق حملة وطنية للكشف المبكر عن سرطان القولون في المحافظات الجنوبية,فريق طبي في مستشفى البصرة التعليمي يُجري فحوصات المنظار الهضمي ضمن الحملة الوطنية للكشف المبكر عن سرطان القولون (الجزيرة),صحة,العراق
البحرين تُطلق شبكة الجيل الخامس في 90% من مناطقها وتُعلن استهداف التغطية الشاملة بحلول نهاية العام,أبراج الاتصالات المنتشرة في أرجاء المنامة تُجسّد قفزة البحرين نحو تغطية رقمية شاملة بتقنية 5G (الجزيرة),تقنية,البحرين
الرياض تحتضن معرض الخط العربي الكلاسيكي بمشاركة خطاطين من 18 دولة,خطاط سعودي يُتقن رسم حروف الثلث على لوحة ضخمة خلال افتتاح المعرض بقصر الفنون في العاصمة الرياض (واس),ثقافة,السعودية
البحرين تُدشّن أول محطة لتخزين الطاقة الشمسية بطاقة استيعابية تبلغ 150 ميغاواط,جانب من منشآت تخزين الطاقة الشمسية الجديدة في محافظة الجنوبية بمملكة البحرين خلال حفل الافتتاح الرسمي (البلاط الملكي البحريني),طاقة,البحرين
نقص حاد في أدوية الأمراض المزمنة يُهدد آلاف المرضى في الضفة الغربية,صيدلية في رام الله تعاني من شُح الأدوية الأساسية لمرضى القلب والسكري وسط تصاعد الأزمة الإنسانية (الجزيرة),صحة,فلسطين
انهيار جزئي لعمارة سكنية بمدينة فاس يخلّف ضحايا وعالقين تحت الأنقاض,فرق الوقاية المدنية المغربية تعمل على انتشال المحاصرين من تحت ركام مبنى متهالك في أحد أحياء فاس القديمة (أرشيف),حوادث,المغرب
الصومال يُطلق حملة وطنية لمكافحة زواج الأطفال في المناطق الريفية,فتيات صوماليات في إحدى المدارس الابتدائية بمحافظة هيران، حيث تسعى السلطات إلى تعزيز التعليم كسلاح لمواجهة ظاهرة التزويج المبكر (أسوشيتد برس),قضايا اجتماعية,الصومال
تونس تُطلق منصة رقمية وطنية لتوثيق عقود الإيجار والملكية العقارية إلكترونياً,مواطنون تونسيون يستخدمون الخدمات الرقمية الحكومية في إطار مساعي الدولة لتحديث منظومة التوثيق العقاري وتخليص المعاملات عن بُعد (الجزيرة),تقنية,تونس
الجزائر تُطلق حملة وطنية للتبرع بالدم في 48 ولاية تزامناً مع اليوم العالمي للمتبرعين,متطوعون جزائريون يُقبلون على مراكز نقل الدم في إطار الحملة الوطنية لتعزيز المخزون الدموي (الجزيرة - أرشيف),مجتمع,الجزائر
أطفال بلا هوية.. آلاف المواليد في اليمن يواجهون شبح انعدام التوثيق الرسمي,أمهات يمنيات ينتظرن أمام مكتب تسجيل المواليد في صنعاء للحصول على وثائق رسمية لأطفالهن في ظل تعطل المنظومة الإدارية (الجزيرة),قضايا اجتماعية,اليمن
