title,caption,topic,country
سوريا تستأنف تشغيل محطة كهرومائية على نهر الفرات بعد سنوات من التوقف,محطة توليد الكهرباء المائية على ضفاف الفرات تعود إلى العمل في خطوة تُنعش آمال السوريين بتحسن إمدادات الطاقة (الجزيرة),طاقة,سوريا
البحرين تُطلق مبادرة وطنية لدعم أسر ذوي الإعاقة وتخفيف أعباء الرعاية اليومية,أحد مراكز الرعاية النهارية في المنامة يستقبل أطفالاً من ذوي الاحتياجات الخاصة في جلسة تأهيلية (وكالة أنباء البحرين),قضايا اجتماعية,البحرين
الجزائر تحتضن مهرجان الشعر الأمازيغي في طبعته العاشرة باحتفالية استثنائية,شعراء وفنانون من مختلف مناطق الجزائر يلتقون على خشبة المسرح الوطني بتيزي وزو في ليلة افتتاح المهرجان الذي يجمع روافد التعبير الأمازيغي بين الماضي والحاضر (الجزيرة),ثقافة,الجزائر
الإمارات تُطلق برنامجاً وطنياً لتأهيل معلمي المرحلة الابتدائية في تدريس العلوم بأساليب تجريبية حديثة,معلمون إماراتيون خلال إحدى جلسات التدريب الميداني في مختبرات وزارة التربية والتعليم بأبوظبي (الاتحاد),تعليم,الإمارات
اليمن: حملة توعية بمخاطر زواج القاصرات تنطلق في حضرموت بمشاركة مجتمعية واسعة,ناشطات يمنيات خلال فعالية توعوية في مدينة المكلا بحضرموت لمناهضة تزويج الأطفال (الجزيرة),مجتمع,اليمن
عُمان تُطلق منظومة وطنية للأمن السيبراني لحماية البنية التحتية الحيوية,المركز الوطني للسلامة المعلوماتية في مسقط يُشرف على تفعيل المنظومة الجديدة التي تستهدف تأمين القطاعات الاستراتيجية من الهجمات الإلكترونية (الرؤية),تقنية,عُمان
السودان يُطلق منصة رقمية لتوثيق عقود الأراضي الزراعية في ظل انعدام الاستقرار,مزارعون سودانيون يطّلعون على آلية تسجيل أراضيهم عبر أجهزة لوحية في أحد مراكز الدعم التقني بولاية الجزيرة (وكالة السودان للأنباء),تقنية,السودان
الصومال يُطلق حزمة إصلاحات جمركية لتعزيز إيرادات الموانئ وكبح التهريب,ميناء مقديشو يشهد حركة تجارية متنامية في ظل مساعي الحكومة الصومالية لتحديث منظومة الجمارك وضبط المنافذ البحرية (الجزيرة),اقتصاد,الصومال
جيبوتي تُطلق مبادرة وطنية لإعادة تشجير السواحل الجنوبية في مواجهة تصاعد موجات التصحر,عمال وناشطون بيئيون يزرعون شتلات أشجار المانغروف على امتداد الشريط الساحلي لخليج تاجورة في إطار الحملة الوطنية الجديدة لمكافحة تراجع الغطاء النباتي (رويترز- أرشيف),بيئة,جيبوتي
موريتانيا تحتضن بطولة غرب أفريقيا للملاكمة للمرة الأولى في تاريخها,ملاكم موريتاني شاب يتدرب في قاعة الألعاب القتالية بنواكشوط استعداداً للبطولة القارية (وكالة الأخبار الموريتانية),رياضة,موريتانيا
لبنان على أعتاب استحقاق بلدي.. معارك الأحياء تكشف خرائط النفوذ الحقيقية,ناخبون لبنانيون أمام أحد مراكز الاقتراع في بيروت خلال جولة انتخابية سابقة (الجزيرة),سياسة,لبنان
انهيار جزئي لمبنى سكني في مدينة جيبوتي يُخلّف إصابات وعمليات إنقاذ مستمرة,فرق الدفاع المدني الجيبوتي تواصل جهودها لانتشال المحاصرين تحت الأنقاض في حي بولاو بالعاصمة (الجزيرة),حوادث,جيبوتي
جزر القمر تُطلق منصتها الرقمية الأولى لتسجيل الشركات وتراخيص الأعمال إلكترونياً,موظفون في وزارة التنمية الاقتصادية بجزر القمر يستعرضون واجهة المنصة الرقمية الجديدة خلال حفل الإطلاق الرسمي في مورني (وكالة الأنباء القمرية),تقنية,جزر القمر
