title,caption,topic,country
دمشق تستعيد بريقها الأدبي.. معرض الكتاب السنوي يعود بعد سنوات من الانقطاع,زوار يتجولون بين أجنحة معرض الكتاب في العاصمة السورية دمشق (الجزيرة),ثقافة,سوريا
المغرب يُطلق حملة وطنية للكشف المبكر عن سرطان القولون في 12 جهة,أطباء مغاربة يُجرون فحوصات مجانية لمواطنين في إطار الحملة الصحية التي تشمل المناطق النائية والمدن الكبرى (مكتب الصحة المغربي),صحة,المغرب
ليبيا تُطلق حملة تطعيم وطنية لمواجهة ارتفاع حالات الحصبة في المناطق الجنوبية,طواقم طبية ليبية تُجري جلسات تطعيم لأطفال في إحدى مراكز الرعاية الصحية الأولية بمدينة سبها جنوبي ليبيا، في إطار الحملة الوطنية للتصدي لتفشي مرض الحصبة (وكالة الأناضول),صحة,ليبيا
تحذيرات بيئية من تلوث مياه الآبار الجوفية في الضفة الغربية جراء التوسع الاستيطاني,مزارع فلسطيني يتفقد بئراً للمياه الجوفية في أراضيه بمحيط مدينة رام الله، وسط مخاوف متصاعدة من تدهور جودة المياه (الجزيرة),بيئة,فلسطين
أطفال اليمن بين مطرقة النزوح وسندان انقطاع الدراسة.. آلاف الأسر تبحث عن مدارس في مخيمات مأرب,أطفال نازحون يجلسون في خيمة تعليمية مؤقتة بأحد مخيمات النزوح في محافظة مأرب، حيث تحولت بعض الخيام إلى فصول دراسية بديلة في ظل غياب المدارس (الجزيرة),قضايا اجتماعية,اليمن
"قطر تطلق مهرجان ""أصوات الخليج"" للموسيقى التقليدية احتفاءً بالتراث الشفهي غير المادي",فرقة موسيقية قطرية تؤدي ألحان الفجري والصوت التراثي على خشبة المسرح الرئيسي في كتارا للقرية الثقافية بالدوحة (الجزيرة),ثقافة,قطر
البنك المركزي اليمني يُحذّر من انهيار وشيك للعملة الوطنية وسط تراجع حاد في احتياطيات النقد الأجنبي,مواطنون يمنيون أمام أحد مكاتب الصرافة في عدن في ظل ارتفاع لافت بأسعار الدولار مقابل الريال (الجزيرة),اقتصاد,اليمن
أمهات مغربيات يكافحن الأمية في الفصول التي تعلّمت فيها بناتهن,نساء في إحدى قرى إقليم أزيلال يتلقّين دروساً في القراءة والكتابة ضمن برنامج محو الأمية الوظيفية (الجزيرة),مجتمع,المغرب
جزر القمر تُطلق برنامجاً وطنياً لتأهيل المعلمين في المناطق الريفية النائية,معلمون من جزر القمر يشاركون في جلسات تدريبية ميدانية ضمن البرنامج الوطني الجديد الرامي إلى رفع الكفاءة التعليمية في المدارس الابتدائية بالأرياف البعيدة عن العاصمة موروني (الجزيرة),تعليم,جزر القمر
"**
البرلمان المغربي يصادق على مشروع قانون اللامركزية الإدارية وسط جدل واسع بين الفرق السياسية

**","**
جلسة تصويت في مجلس النواب المغربي خلال مناقشة مشروع قانون تعزيز صلاحيات الجهات الترابية، وسط حضور كثيف لممثلي الأحزاب (رويترز)",سياسة,المغرب
السعودية تُطلق مبادرة وطنية لدعم ذوي الإعاقة السمعية بتوفير مترجمي لغة الإشارة في المستشفيات الحكومية,مترجمة لغة إشارة ترافق مريضاً في أحد مستشفيات الرياض خلال جلسة استشارية مع الطاقم الطبي (واس),مجتمع,السعودية
الإمارات تُطلق برنامجاً وطنياً للكشف المبكر عن سرطان القولون يستهدف مليون مواطن ومقيم,فريق طبي في أحد مستشفيات دبي يستعرض آليات برنامج الفحص الوقائي الجديد خلال المؤتمر الصحفي للإطلاق الرسمي (وام),صحة,الإمارات
