title,caption,topic,country
منتخب اليمن للشطرنج يحقق إنجازاً تاريخياً في البطولة العربية للناشئين بالقاهرة,لاعبو منتخب اليمن للشطرنج يحتفلون بعد تحقيق مركز متقدم في البطولة العربية للناشئين (الجزيرة),رياضة,اليمن
منتخب لبنان لكرة السلة يتأهل إلى بطولة آسيا بعد غياب ست سنوات,لاعبو المنتخب اللبناني يحتفلون بالتأهل التاريخي عقب المباراة الفاصلة التي أُقيمت في بيروت (رويترز),رياضة,لبنان
لبنان يُطلق خطة تعافٍ مصرفية تستهدف إعادة هيكلة ودائع المواطنين خلال عام,مصرف لبنان المركزي في بيروت حيث تجري مشاورات مكثفة مع صندوق النقد الدولي (رويترز),اقتصاد,لبنان
أزمة الكتب المدرسية تُعمّق معاناة طلاب ليبيا مع انطلاق العام الدراسي الجديد,طلاب ليبيون يجلسون داخل فصل دراسي في إحدى مدارس طرابلس وسط شُح واضح في المقررات والمستلزمات التعليمية (الجزيرة),قضايا اجتماعية,ليبيا
الجزائر تُطلق برنامجاً وطنياً لتحديث المناطق الصناعية وجذب الاستثمار الخاص,منطقة صناعية في ولاية سطيف تضم عشرات المصانع المحلية في إطار مساعي التنويع الاقتصادي (الجزيرة),اقتصاد,الجزائر
السودان يواجه موجة من حمى الضنك.. والأطباء يحذرون من انهيار المنظومة الصحية,طواقم طبية تعمل في ظروف شحيحة داخل أحد مستشفيات ولاية الخرطوم لمواجهة التصاعد الحاد في إصابات حمى الضنك (الجزيرة),صحة,السودان
لبنان يشهد موجة نفوق جماعي للأسماك في نهر الليطاني وسط مخاوف من تلوث خطير,آلاف الأسماك النافقة تطفو على سطح مياه نهر الليطاني قرب منطقة بعلبك، فيما يتفقد ناشطون بيئيون الوضع ويأخذون عينات للتحليل (الجزيرة),بيئة,لبنان
دمشق تستعيد بريقها الأدبي بافتتاح معرض الكتاب السنوي بعد سنوات من الانقطاع,زوار يتجولون بين أجنحة معرض دمشق الدولي للكتاب في قاعة العرض الكبرى، حيث تتصدر الواجهات روايات وكتب لكتّاب سوريين عادوا إلى النشر بعد سنوات من الصمت (الأناضول),ثقافة,سوريا
الصومال يُدشّن أول محطة لتوليد الكهرباء من طاقة الرياح في منطقة بنادر,توربينات ضخمة تنتصب على مشارف مقديشو ضمن مشروع طاقة الرياح الذي تموّله شراكة دولية إفريقية لدعم الطاقة النظيفة في القرن الأفريقي (رويترز),طاقة,الصومال
"أزمة الإيجارات تُشرّد الأسر المصرية.. والشباب يؤجل الزواج هرباً من ""شبح"" السكن","شاب مصري يقف أمام لافتات ""للإيجار"" في أحد أحياء القاهرة الشعبية وسط ارتفاع حاد في أسعار الإيجارات خلال الأشهر الأخيرة (الأناضول)",قضايا اجتماعية,مصر
الأردن يُطلق مبادرة وطنية لدعم الحِرَف التراثية وإنقاذها من الاندثار,حرفي أردني يعمل على نسج السجاد اليدوي التقليدي في ورشة بمدينة مادبا (الجزيرة),مجتمع,الأردن
"الكويت تُطلق مهرجان ""أصوات الخليج"" للشعر الشعبي باحتفالية تجمع شعراء من سبع دول عربية",شاعر كويتي يلقي قصيدته أمام جمهور غفير في ساحة المهرجان المُقام بقلب العاصمة الكويت، وسط أجواء تراثية أضاءتها الفوانيس التقليدية,ثقافة,الكويت
انهيار سقف مدرسة في سوهاج يُخلّف إصابات في صفوف الطلاب وسط مطالبات بالتحقيق,ركام السقف المنهار يملأ أرضية الفصل الدراسي فيما يتفقد عمال الإنقاذ الجدران المتصدعة بالمبنى القديم (الجزيرة),حوادث,مصر
"""بيت الجدة"".. مبادرة جزائرية تُعيد الاعتبار لكبار السن في الأحياء الشعبية بقسنطينة",مسنّة جزائرية تجلس وسط حلقة من الشباب المتطوعين في إحدى جلسات المبادرة بحي باب القنطرة العريق (الجزيرة),قضايا اجتماعية,الجزائر
الصومال يُطلق حملة تطعيم وطنية لمواجهة موجة شلل الأطفال تستهدف مليون طفل دون الخامسة,طفل صومالي يتلقى جرعة لقاح شلل الأطفال في أحد مراكز الصحة بمقديشو (الأناضول),صحة,الصومال
موريتانيا تُعيد رسم تحالفاتها.. نواكشوط تُوقّع اتفاقيات أمنية مع دول الساحل في مواجهة تمدد الجماعات المسلحة,وزير الداخلية الموريتاني خلال مراسم توقيع الاتفاقيات الأمنية المشتركة في العاصمة نواكشوط (الأناضول),سياسة,موريتانيا
عُمان تُطلق مناهج دراسية محدّثة للتعليم المهني والتقني بدءاً من العام الدراسي المقبل,تسعى السلطنة إلى ربط مخرجات التعليم باحتياجات سوق العمل وتعزيز مشاركة القطاع الخاص في التدريب المهني (الجزيرة),تعليم,عُمان
منتخب لبنان لكرة السلة يتأهل إلى البطولة الآسيوية بعد انتصار تاريخي على الأردن,لاعبو المنتخب اللبناني يحتفلون بالتأهل عقب نهاية المباراة في صالة فؤاد شهاب ببيروت (الجزيرة),رياضة,لبنان
"معرض ""خطوط الزمن"" يُحيي تراث الخط العربي في قلب دبي بأقلام فنانين من 12 دولة",لوحات خطية تجمع بين الموروث الكلاسيكي والتعبير المعاصر تزيّن جدران متحف الاتحاد (رويترز),ثقافة,الإمارات
تونس تُطلق حملة وطنية للكشف المبكر عن سرطان القولون تستهدف 200 ألف مواطن فوق الخمسين,طاقم طبي تونسي يُجري فحوصات دورية لمرضى في إحدى المستشفيات الجهوية بولاية سوسة (وكالة تونس أفريقيا للأنباء),صحة,تونس
المجلس الانتقالي السوري يُقرّ خارطة طريق لإعادة هيكلة الأجهزة الأمنية في المحافظات الشمالية,جلسة موسعة للمجلس الانتقالي السوري ناقشت ملف دمج الفصائل المسلحة ضمن مؤسسة أمنية موحدة (الأناضول),سياسة,سوريا
الإمارات تستضيف بطولة دولية للتجديف تجمع 18 دولة على شواطئ أبوظبي,متسابقون من مختلف الجنسيات يشقون مياه الخليج بزوارقهم خلال انطلاق سباقات التجديف الدولية على كورنيش أبوظبي (وام),رياضة,الإمارات
