title,caption,topic,country
الكويت تطلق مبادرة وطنية لإعادة تأهيل الشريط الساحلي المتضرر من التلوث النفطي,فرق متخصصة تعمل على تنظيف الشواطئ الكويتية وإزالة الرواسب النفطية المتراكمة على امتداد كيلومترات من الساحل (وكالة الأنباء الكويتية),بيئة,الكويت
نادي الجزيرة الإماراتي يتعاقد مع مدرب برتغالي لقيادة الفريق في موسم الخليج العربي,المدرب الجديد خلال مؤتمر صحفي في أبوظبي لإعلان الشراكة الرسمية مع النادي (الجزيرة),رياضة,الإمارات
المغرب يطلق مبادرة وطنية لمحاربة ظاهرة التسرب المدرسي في الأوساط القروية,أطفال في إحدى المدارس القروية بإقليم خنيفرة يتلقون دروسهم في ظروف صعبة، وسط مطالبات متزايدة بتحسين البنية التحتية التعليمية في المناطق النائية (رويترز),مجتمع,المغرب
عُمان تُدشّن أول محطة لتحويل النفايات إلى طاقة كهربائية في ولاية صحار,منظر جوي لمنشأة صناعية حديثة في منطقة صحار الصناعية بسلطنة عُمان (أرشيف-رويترز),طاقة,عُمان
"معرض ""ذاكرة بيروت"" يستعيد روح المدينة عبر لوحات فنانين لبنانيين من جيل الحرب",زوار يتأملون لوحات المعرض المقام في غاليري مار مخايل ببيروت والتي توثّق ذكريات العاصمة اللبنانية (الجزيرة),ثقافة,لبنان
سوريا.. انهيار جسر قديم في ريف إدلب يودي بحياة عائلة كاملة كانت تعبره,مركبة مهشمة تحت أنقاض الجسر المنهار في ريف إدلب، فيما تواصل فرق الإنقاذ عمليات البحث عن ناجين (الجزيرة),حوادث,سوريا
منتخب عُمان للسباحة يحقق 4 ميداليات في بطولة غرب آسيا للألعاب المائية بالكويت,سباحون عُمانيون خلال تدريباتهم في مسبح الاتحاد العُماني للرياضات المائية بمسقط استعداداً للبطولة (وكالة الأنباء العُمانية),رياضة,عُمان
البحرين تُطلق صندوق استثماري لدعم المشروعات الصغيرة في قطاع الصيد والثروة السمكية,صيادون بحرينيون يُرسون قواربهم في ميناء المحرق وسط آمال بتحسين دخلهم عبر برامج الدعم الحكومية الجديدة (وكالة أنباء البحرين),اقتصاد,البحرين
قطر تُدشّن أكبر محطة لتحلية المياه بالطاقة الشمسية في تاريخها بطاقة إنتاجية تتجاوز 100 مليون غالون يومياً,منظر جوي لمحطة التحلية الجديدة المزودة بألواح شمسية ضخمة على الساحل الشمالي لقطر (الجزيرة),طاقة,قطر
اصطدام ناقلة وقود بجسر بري في إمارة الفجيرة يُعطّل حركة المرور لساعات,فرق الدفاع المدني تعمل على تأمين موقع الحادث وإزالة بقايا الناقلة المتضررة قرب الجسر، فيما تمتد طوابير المركبات على طول الطريق (وام),حوادث,الإمارات
الإمارات تُعزز حضورها الدبلوماسي في أفريقيا بافتتاح سفارات جديدة في 4 دول,وزير الدولة الإماراتي للشؤون الخارجية خلال مراسم توقيع اتفاقيات الشراكة الدبلوماسية في أبوظبي (رويترز),سياسة,الإمارات
جزر القمر تُحيي التراث الشفهي بمهرجان للقصة الشعبية يجمع رواة من جزر المحيط الهندي,راوٍ قمري يؤدي إحدى الحكايات الشعبية التقليدية أمام جمهور من الأطفال والشباب في فضاء مفتوح بمدينة موروني (الجزيرة),ثقافة,جزر القمر
البرلمان العراقي يستدعي وزير المالية للإجابة عن تأخر صرف رواتب موظفي المحافظات,نواب عراقيون يطالبون بمحاسبة الحكومة على التأخر في تحويل مستحقات موظفي القطاع العام في عدد من المحافظات الجنوبية (الجزيرة),سياسة,العراق
