title,caption,topic,country
جيبوتي تطلق حملة وطنية للكشف المبكر عن سرطان عنق الرحم في المناطق الريفية,فريق طبي جيبوتي يجري فحوصات للنساء في إحدى العيادات المتنقلة بمنطقة علي صبيح (وكالة الأنباء الجيبوتية),صحة,جيبوتي
الجزائر تطلق حملة وطنية للكشف المبكر عن سرطان القولون في 30 ولاية,طواقم طبية متخصصة تجري فحوصات مجانية للمواطنين في إطار مبادرة وزارة الصحة الجزائرية لمكافحة الأمراض السرطانية (الجزيرة),صحة,الجزائر
الصومال تستضيف بطولة محلية لكرة القدم الشاطئية للمرة الأولى في تاريخها,لاعبون صوماليون يتنافسون على رمال شاطئ مقديشو خلال الجولة الافتتاحية للبطولة الوطنية الأولى لكرة القدم الشاطئية (الجزيرة),رياضة,الصومال
تونس تُطلق منصة رقمية وطنية لتوحيد خدمات التوثيق الإداري عبر الإنترنت,مواطن تونسي يستخدم حاسوبه المحمول للوصول إلى الخدمات الحكومية الإلكترونية في أحد مراكز الإنترنت بتونس العاصمة (الجزيرة),تقنية,تونس
أطفال اليمن بين مطرقة التسرب المدرسي وسندان سوق العمل.. جيل يفقد حقه في التعليم,أطفال يعملون في أحد أسواق صنعاء الشعبية بدلاً من الالتحاق بمقاعد الدراسة (الأناضول),قضايا اجتماعية,اليمن
تونس.. البرلمان يُقرّ تعديلات على قانون الجماعات المحلية وسط جدل واسع بين النواب,جلسة عامة في مجلس نواب الشعب التونسي خلال مناقشة مشروع القانون (الجزيرة),سياسة,تونس
"الكويت تُطلق مهرجان ""أصوات الخليج"" للموسيقى التراثية باحتفالية تجمع فنانين من سبع دول عربية",فنانون يعزفون على آلات تراثية خليجية تقليدية خلال حفل الافتتاح في مسرح الدولة بالكويت (كونا),ثقافة,الكويت
"إمارات تُطلق مبادرة ""بيتي جنتي"" لتمكين الأسر من تصميم منازلها وفق الهوية الثقافية الإماراتية",نموذج لمنزل إماراتي تقليدي يجمع بين الأصالة المعمارية وعناصر الراحة الحديثة ضمن المبادرة الجديدة (وام),مجتمع,الإمارات
السعودية تُدشّن أكبر محطة لتحلية المياه بالطاقة الشمسية في المنطقة بتكلفة تتجاوز 3 مليارات ريال,"YANBU, SAUDI ARABIA - MARCH 12: An aerial view of the newly inaugurated solar-powered desalination plant on the shores of the Red Sea near Yanbu Industrial City, Saudi Arabia, on March 12, 2025. The facility, developed under the Kingdom's Vision 2030 renewable energy agenda, is set to supply over one million cubic meters of fresh water daily to the western region. (Photo by Saudi Press Agency/Handout via Getty Images)",طاقة,السعودية
تونس تُطلق برنامجاً وطنياً لدعم المؤسسات الصغيرة في القطاع الفلاحي بتمويل يتجاوز 300 مليون دينار,مزارعون تونسيون في حقول الشمال يترقبون الاستفادة من حزمة الدعم الحكومي الجديدة لتحديث الآليات الزراعية (الجزيرة),اقتصاد,تونس
