title,caption,topic,country
البرلمان العراقي يُصوّت على حزمة تعديلات دستورية تمسّ صلاحيات المحاكم الاتحادية,جلسة تشريعية مكتظة بأروقة مجلس النواب في بغداد وسط تباين واضح بين الكتل السياسية حول بنود التعديل (رويترز),سياسة,العراق
مصر تُدشّن أكبر محطة لتحلية المياه بالطاقة الشمسية في شمال سيناء,ألواح شمسية ممتدة على مساحات واسعة بمحيط محطة تحلية المياه الجديدة في شمال سيناء، في إطار مساعي مصر لتوسيع استخدام الطاقة المتجددة (الأهرام),طاقة,مصر
الأردن يُطلق مبادرة وطنية لإعادة تأهيل الأحواض المائية في البادية الشرقية لمواجهة شُح الأمطار,عمال متطوعون يُشاركون في أعمال تسوية وتعميق أحد أحواض تجميع مياه الأمطار في منطقة البادية الأردنية، ضمن مشروع حكومي يستهدف تعزيز الاحتياطي المائي في المناطق الجافة (الجزيرة),بيئة,الأردن
السودان.. مجلس السيادة يُقيل والي ولاية كسلا وسط اتهامات بالتقصير في إدارة الأزمة الإنسانية,مخيم للنازحين في ولاية كسلا شرقي السودان (الأناضول),سياسة,السودان
أزمة السكن في بنغازي.. عائلات تعيش في مبانٍ متصدعة وسط صمت المسؤولين,عشرات الأسر الليبية تتشبث بمنازل آيلة للسقوط في أحياء بنغازي القديمة عاجزةً عن إيجاد بديل في ظل ارتفاع أسعار الإيجارات (الجزيرة),قضايا اجتماعية,ليبيا
انهيار سقف مدرسة ابتدائية في ولاية سطيف يُخلّف إصابات في صفوف التلاميذ,فرق الحماية المدنية الجزائرية تتدخل في موقع الحادث لانتشال الضحايا من تحت الأنقاض (الوكالة الجزائرية),حوادث,الجزائر
تراجع حاد في صادرات المنتجات الزراعية الفلسطينية جراء تشديد القيود على المعابر التجارية,مزارع فلسطيني يقف أمام شاحنة محملة بالخضروات في منطقة أريحا، في انتظار تصاريح العبور عبر نقاط التفتيش (وفا),اقتصاد,فلسطين
الإمارات تُطلق منهجاً وطنياً للتربية المالية في المراحل الابتدائية لتعزيز ثقافة الادخار لدى الأجيال الناشئة,طلاب في إحدى مدارس دبي يتدربون على مهارات إدارة الميزانية الشخصية ضمن أنشطة الفصل الدراسي (وام),تعليم,الإمارات
جيبوتي تدشّن أول كابل بحري للألياف الضوئية يربطها بشبكة الإنترنت الإقليمية بسعة تفوق ترابطها السابق بعشرة أضعاف,فريق هندسي جيبوتي يتابع عمليات مد الكابل البحري في ميناء جيبوتي الدولي (وكالة أنباء جيبوتي),تقنية,جيبوتي
الإمارات تطلق مبادرة وطنية لدعم الأسر متعددة الأجيال وتعزيز الترابط الأسري,أفراد من عائلة إماراتية ممتدة يجتمعون في أحد مراكز الإرشاد الأسري بأبوظبي خلال فعاليات إطلاق المبادرة (وام),مجتمع,الإمارات
ليبيا تُطلق مشروعاً وطنياً لتأهيل المدارس المتضررة في مناطق الجنوب,طلاب يتلقون دروسهم داخل فصول مؤقتة في إحدى مدارس منطقة سبها جنوبي ليبيا، في انتظار استكمال أعمال الترميم (الجزيرة),تعليم,ليبيا
الصومال يُحكم قبضته على حدوده البحرية.. هل تنجح مفاوضات أديس أبابا في تهدئة التوترات مع إثيوبيا؟,جنود صوماليون يقفون على امتداد الشريط الساحلي في مقديشو في إطار تعزيز السيادة البحرية للبلاد (أسوشيتد برس),سياسة,الصومال
البحرين تُطلق صندوق استثماري بقيمة 500 مليون دولار لدعم المشاريع الصغيرة والمتوسطة,وزير الصناعة والتجارة البحريني خلال إعلانه عن الصندوق في منتدى المنامة الاقتصادي (وكالة أنباء البحرين),اقتصاد,البحرين
زواج الأقارب في جزر القمر.. عادة متجذرة تصطدم بتحذيرات الأطباء وصرخات الأجيال الجديدة,شباب قمري يرفض الخضوع لضغوط العائلة في اختيار الشريك، وسط جدل اجتماعي متصاعد بين الموروث والعلم (مواقع التواصل الاجتماعي),مجتمع,جزر القمر
لبنان يُطلق خطة لإعادة هيكلة قطاع الكهرباء بتمويل خليجي لإنهاء أزمة الانقطاع المزمن,محطات توليد الكهرباء في لبنان تعاني من شُح الوقود وتهالك البنية التحتية منذ سنوات طويلة (الجزيرة),اقتصاد,لبنان
جزر القمر تطلق حملة وطنية لمكافحة ظاهرة تسرب الفتيات من التعليم في المناطق الريفية,طالبات في إحدى مدارس جزيرة أنجوان يتلقين دروسهن في ظروف بنية تحتية متهالكة تدفع كثيرات منهن إلى الانقطاع عن الدراسة (الأناضول),قضايا اجتماعية,جزر القمر
أطفال الأحياء الشعبية بالدار البيضاء يفقدون حق اللعب.. فضاءات ترفيهية شحيحة وأسطح البنايات ملجأ أخير,أطفال يلعبون في زقاق ضيق بحي سيدي مومن بالدار البيضاء في غياب أي فضاء أخضر أو ملعب قريب (رويترز),قضايا اجتماعية,المغرب
مصر ترفع أسعار الكهرباء على المصانع الكبرى في إطار خطة إصلاح دعم الطاقة,عمال داخل أحد المصانع الكبرى في مدينة العاشر من رمضان الصناعية وسط أجهزة تعمل بالكهرباء (رويترز),اقتصاد,مصر
الكويت تُطلق مبادرة وطنية لمكافحة ظاهرة التسرب المدرسي بين أبناء الأسر محدودة الدخل,طلاب في إحدى مدارس الكويت الحكومية خلال حصة دراسية، في ظل تصاعد المخاوف من ارتفاع معدلات التغيب والانقطاع عن التعليم في بعض المناطق (كونا),قضايا اجتماعية,الكويت
البحرين تُطلق برنامجاً وطنياً لدعم المشروعات الصغيرة في قطاع الصيد والثروة البحرية,صيادون بحرينيون في ميناء المنامة يستعرضون مراكبهم عقب الإعلان عن حزمة تمويلية جديدة تستهدف تحديث أسطول الصيد التقليدي ورفع تنافسيته (وكالة أنباء البحرين),اقتصاد,البحرين
المنتخب الأردني للملاكمة يحصد أربع ميداليات في بطولة الألعاب العربية للشباب بتونس,ملاكم أردني يرفع كفيه احتفالاً بفوزه على حلبة الملاكمة خلال منافسات بطولة الألعاب العربية للشباب في تونس، وخلفه أعضاء البعثة الأردنية يحملون العلم الهاشمي (الجزيرة),رياضة,الأردن
الصومال تُطلق منصة رقمية لتسجيل الأراضي والعقارات بهدف الحد من النزاعات الملكية,موظف حكومي صومالي يستخدم نظام التسجيل الرقمي الجديد في أحد مكاتب مقديشو (الجزيرة),تقنية,الصومال
المغرب يُطلق برنامجاً وطنياً لتعليم اللغة الأمازيغية في مدارس الأرياف الجبلية,أطفال في إحدى مدارس منطقة سوس يتلقون دروساً باللغة الأمازيغية ضمن البرنامج الجديد (وكالة المغرب العربي للأنباء),تعليم,المغرب
