title,caption,topic,country
موانئ ليبيا: تحديثات طموحة لإنعاش حركة التجارة الدولية,رافعة حاويات حديثة في ميناء الخمس، شرق طرابلس، كجزء من خطة التحديث الرامية لزيادة الكفاءة التشغيلية (محلية/AP),اقتصاد,ليبيا
الكويت تسرع خطى التحول الأخضر بمشروع محطة الشقايا للطاقة المتجددة,لمحة جوية تظهر امتداد حقول الألواح الشمسية في مجمع الشقايا بالكويت، كجزء من خطة البلاد الطموحة للتحول نحو الطاقة النظيفة.,طاقة,الكويت
ليبيا تطلق مشروعاً وطنياً لتأهيل آلاف الشباب مهنياً في المناطق الجنوبية,شباب ليبيون يتدربون على مهارات كهرباء السيارات في أحد مراكز التدريب المهني في أوباري، جنوب ليبيا، ضمن المشروع الوطني لتطوير التعليم المهني (وكالة الأنباء الليبية).,تعليم,ليبيا
الصومال تطلق برنامجاً وطنياً لدمج أطفال المجتمعات الرعوية في منظومة التعليم,أطفال من المجتمعات الرعوية يحضرون درساً في خيمة مدرسية متنقلة بإحدى المناطق النائية بالصومال.,تعليم,الصومال
الجزائر تدشن مجمعاً ضخماً لمراكز البيانات لتعزيز السيادة الرقمية وتوطين الخدمات,مهندسون جزائريون يعاينون لوحات تحكم حديثة داخل إحدى الوحدات الفنية بمجمع مراكز البيانات الجديد الذي تم افتتاحه، في إطار مساعي البلاد لتأمين بنيتها الرقمية (و.أ.ج),تقنية,الجزائر
"السعودية تراهن على ""الخُضرة الزرقاء"": ملايين المانجروف لتعزيز مرونة سواحل البحر الأحمر",عمال يقومون بزراعة شتلات المانجروف في المياه الضحلة بالبحر الأحمر، ضمن مبادرة المملكة لتوسيع الغابات الساحلية (واس).,بيئة,السعودية
مستشفيات غزة تحذر من كارثة صحية وشيكة تهدد مرضى الكلى جراء نقص الوقود والأدوية,مريض يتلقى جلسة غسيل كلوي في أحد مستشفيات قطاع غزة، في ظل تحذيرات طبية من توقف الخدمات الحيوية بسبب النقص الحاد في المستلزمات الأساسية (وزارة الصحة الفلسطينية).,صحة,فلسطين
دمشق تكافح: خطط جديدة لترشيد الوقود والأزمة تضرب قطاعات رئيسية,طابور طويل من سيارات الأجرة والحافلات بانتظار التزود بالوقود في إحدى محطات العاصمة دمشق، مع انعكاسات الأزمة على حركة النقل (وكالات),طاقة,سوريا
"بالتأهيل والتمكين.. نساء سيدي بوزيد يبعثن الحياة في حرفة ""المرقوم"" التونسي الأصيل","نساء من ولاية سيدي بوزيد يشاركن بجد في ورشة لنسج ""المرقوم"" التونسي، في إطار مشروع مجتمعي يهدف لتدريب الأجيال الجديدة والحفاظ على الموروث الثقافي للمنطقة.",مجتمع,تونس
قطر تدشن بوابة الخليج اللوجستية الجديدة بتكلفة 15 مليار ريال لتعزيز مكانتها التجارية,وزير التجارة والصناعة القطري يشرف على إطلاق المرحلة الأولى من مشروع البوابة اللوجستية العملاقة الهادفة لربط قطر بالأسواق الإقليمية والدولية (قنا),اقتصاد,قطر
تساؤلات حول مستقبل الأجيال الشابة في ليبيا مع تزايد تحديات التعليم والبطالة,شباب ليبيون يبحثون عن فرص عمل في مدينة مصراتة، وسط تزايد معدلات البطالة (أسوشيتد برس),قضايا اجتماعية,ليبيا
"قطر تدشن ""لؤلؤة الخليج"": مركز عالمي لحفظ التراث البحري وتوثيق قصص الغواصين الأوائل","زوار يتفاعلون مع شاشة عرض ثلاثية الأبعاد داخل مركز ""لؤلؤة الخليج"" تعرض محاكاة لرحلة غوص تقليدية (الجزيرة)",ثقافة,قطر
"العراق يواجه موجة غبار ""تاريخية"": عشرات الإصابات وتحذيرات صحية عاجلة",مدينة الموصل تغرق في سحابة كثيفة من الغبار البرتقالي، سيارات تسير ببطء شديد وأنوارها مضاءة بالكاد تخترق الرؤية شبه المعدومة.,بيئة,العراق
ليبيا تطلق مشروعاً وطنياً لتعزيز إمدادات الغاز لمحطات توليد الكهرباء,فنيون يراقبون سير العمل في محطة لمعالجة الغاز شرق طرابلس (رويترز),طاقة,ليبيا
الإمارات تدشن منطقة اقتصادية متخصصة لدعم صناعات الدواء وتصنيع اللقاحات,مجسم لمخطط المنطقة الاقتصادية الجديدة المخصصة للصناعات الدوائية في إمارة الشارقة.,اقتصاد,الإمارات
مبادرات مجتمعية أردنية تُنعش الحرف التراثية في الأرياف لتمكين الشباب,شابة أردنية تتقن فن صناعة الفخار التقليدي في ورشة تدريبية ضمن مبادرة لدعم الحرفيين في إحدى قرى جرش شمال الأردن.,مجتمع,الأردن
جزر القمر تطلق حملة وطنية واسعة لمكافحة التلوث البلاستيكي البحري,متطوعون من المجتمع المحلي يجمعون النفايات البلاستيكية على أحد شواطئ جزيرة أنجوان، جزر القمر، في مبادرة بيئية لمكافحة المخلفات البحرية (منظمة حماية البيئة المحلية).,بيئة,جزر القمر
زحف الرمال يهدد سلة خبز العراق.. آلاف الدونمات الزراعية تتحول إلى صحراء,تلال رملية تزحف على أراضٍ زراعية بوار في محافظة المثنى جنوبي العراق (رويترز),بيئة,العراق
نقاشات حادة بالبرلمان الموريتاني: جدل حول تعديلات قانون المصائد السمكية,صورة عامة لقبة البرلمان الموريتاني خلال جلسة نقاش صاخبة حول مشروع قانون جديد (وكالة الأنباء الموريتانية).,سياسة,موريتانيا
ذخيرة غير منفجرة تودي بحياة طفلين وتصيب آخرين بريف حماة,فرق الهندسة العسكرية تبحث عن ذخائر غير منفجرة في منطقة سكنية بسوريا (رويترز - أرشيف),حوادث,سوريا
الجفاف يضرب سهول حوران للموسم الثالث ويضع الأمن الغذائي السوري على المحك,مزارع سوري يتفحص حقلاً قاحلاً من القمح، تظهر عليه آثار الجفاف الشديد في سهل حوران جنوب سوريا (رويترز).,بيئة,سوريا
نادي الحسين إربد يُتوّج بلقب الدوري الأردني لأول مرة في تاريخه بعد مشوار درامي,لاعبو نادي الحسين إربد يرفعون كأس درع الدوري وسط احتفالات جماهيرية صاخبة في مدينة إربد (رويترز),رياضة,الأردن
"قطر تدشن مجمع ""الواحة المستدامة"" لتعزيز الابتكار في الاقتصاد الأخضر","عرض ثلاثي الأبعاد لمجمع ""الواحة المستدامة"" الصناعي الجديد في الدوحة، يظهر وحدات تكنولوجية متطورة ومساحات خضراء شاسعة تعتمد على الطاقة الشمسية (وكالة الأنباء القطرية)",اقتصاد,قطر
