title,caption,topic,country
اكتشاف لوحة فسيفسائية نادرة في أراضي جنين يضيء على تاريخ فلسطين القديم,فريق من علماء الآثار يقوم بتوثيق جزء من اللوحة الفسيفسائية المكتشفة في موقع أثري قرب جنين، تمهيداً لعمليات الترميم الأولية. (وفا),ثقافة,فلسطين
السعودية تطلق برنامجاً وطنياً لتعميم الخدمات الرقمية الحكومية في كافة مناطق المملكة,"وزير الاتصالات وتقنية المعلومات السعودي يقدم عرضاً على شاشة تفاعلية توضح خارطة طريق برنامج ""نفاذ لكل مواطن"" لتعزيز الوصول الرقمي (واس)",تقنية,السعودية
دراسة تحذر: نفوق جماعي للكائنات البحرية يضرب شواطئ الكويت الجنوبية,صيادون محليون يتفقدون أسماكاً نافقة على أحد شواطئ ميناء الأحمدي بعد موجة التلوث الأخيرة (وكالة الأنباء الكويتية),بيئة,الكويت
"بيروت تفتح أبواب ""قصر المير"" التاريخي مركزاً للفنون التشكيلية الحديثة",زوار يتجولون في أروقة قصر المير بوسط بيروت، بعد إعادة ترميمه وافتتاحه كمعرض يعرض أعمال فنانين لبنانيين معاصرين (الوكالة الوطنية للإعلام),ثقافة,لبنان
جزر القمر: تحديات اللحظة الأخيرة تقف حائلاً أمام إعلان خلوها من داء الفيلاريات,متطوعة صحية محلية تقوم بتوعية سكان إحدى القرى في القمر الكبرى حول أهمية الالتزام بالجرعات الدوائية لمكافحة داء الفيلاريات.,صحة,جزر القمر
الولايات الداخلية بموريتانيا تواجه نقصاً حاداً في الأطباء الأخصائيين.. والسكان يستغيثون,مرضى ينتظرون دورهم للاستشارة الطبية في مركز صحي بمدينة أطار بولاية آدرار الموريتانية، حيث يشكو السكان من غياب الأطباء الأخصائيين (الجزيرة).,صحة,موريتانيا
عُمان تدشن منطقة تقنية متطورة لجذب الاستثمارات الرقمية الكبرى,مسؤولون عُمانيون خلال فعاليات تدشين المرحلة الأولى من المنطقة التقنية المتكاملة في العاصمة مسقط (وكالة الأنباء العُمانية),تقنية,عُمان
"المرحلة الثانية من ""واحة الأمل الصناعية"" برام الله تفتح أبواب مئات الوظائف الجديدة","لقطة جوية تُظهر جزءاً من المنشآت الجديدة ضمن المرحلة الثانية من ""واحة الأمل الصناعية"" شمال رام الله، والتي تهدف لاستقطاب استثمارات محلية وأجنبية.",اقتصاد,فلسطين
فاجعة تهز قسنطينة: تسرب غاز أحادي أكسيد الكربون يودي بحياة 4 أفراد من عائلة واحدة وإصابة طفل,فرق الحماية المدنية الجزائرية تتدخل في موقع حادث تسرب غاز أحادي أكسيد الكربون الذي أودى بحياة أربعة أشخاص من عائلة واحدة بمنطقة شعبة الرصاص بقسنطينة.,حوادث,الجزائر
مصر تكشف عن مشروع ضخم لتصدير الهيدروجين الأخضر من المنطقة الاقتصادية لقناة السويس,منظر جوي لمجمع صناعي مقترح لتوليد الهيدروجين الأخضر بالقرب من سواحل البحر الأحمر، ضمن استراتيجية مصر لتصبح مركزاً إقليمياً للطاقة النظيفة.,طاقة,مصر
جزر القمر تحصد استثمارات بقيمة 30 مليون دولار لتطوير منتجع سياحي بيئي في أنجوان,مجموعة من المهندسين المحليين والأجانب يستعرضون مخططات مشروع منتجع سياحي بيئي جديد على شاطئ جزيرة أنجوان القمرية، مع تركيز على دمج البنية التحتية بالطبيعة الخضراء المحيطة (وكالة الأنباء الوطنية).,اقتصاد,جزر القمر
"مبادرة ""إرث السلط"" تُعيد إحياء الحِرف اليدوية وتُمكن شباب المدينة اقتصادياً",شاب أردني يركز على تفاصيل قطعة فسيفساء يدوية داخل ورشة تدريبية في مدينة السلط، في إطار مبادرة مجتمعية تهدف لإحياء الحرف التقليدية وتوفير فرص عمل للشباب.,مجتمع,الأردن
شباب بنزرت يتجند لإعادة النقاء لشواطئ المدينة في حملة بيئية واسعة,شبان وفتيات من مدينة بنزرت يجمعون النفايات من شاطئ عام، في إطار حملة تطوعية تهدف للحفاظ على نظافة البيئة البحرية.,مجتمع,تونس
قطر تدمج حلولاً تقنية متطورة لخفض البصمة الكربونية لتوسعة حقل الشمال العملاقة,لقطة جوية لأحد مرافق مشروع توسعة حقل الشمال في مدينة راس لفان الصناعية، تبرز الأنظمة المتكاملة المخصصة لرصد وخفض الانبعاثات الكربونية (الخطوط الجوية القطرية).,طاقة,قطر
