title,caption,topic,country
البرلمان الأردني يبدأ مناقشة تعديلات قانون الانتخابات وسط ترقب شعبي,جلسة لمجلس النواب الأردني يناقش فيها نواب مشروع قانون جديد (بترا - وكالة الأنباء الأردنية),سياسة,الأردن
"""حماة الذاكرة"": مبادرة شبابية تونسية لتأهيل الأحياء العتيقة وحفظ التراث",مجموعة من الشباب التونسي المتطوع يعملون على تنظيف وتزيين أحد الأزقة الضيقة في المدينة العتيقة بتونس العاصمة، ضمن حملة وطنية للحفاظ على التراث العمراني.,مجتمع,تونس
الاتحاد البحريني يكشف عن خطة استراتيجية شاملة لتطوير كرة القدم النسائية على مدار خمس سنوات,المنامة - لاعبات من المنتخب البحريني لكرة القدم النسائية يشاركن في تدريب صباحي مكثف على أحد الملاعب المخصصة، ضمن برامج الإعداد الجديدة (الجزيرة نت / تصوير: محمد الزايد).,رياضة,البحرين
قرى الأوراس تواجه شبح الخواء: هجرة الشباب تهدد التراث ومعيشة الكبار,كبار السن في قرية جبلية بمنطقة الأوراس يتبادلون الحديث أمام منزل مهجور، بينما تظهر ملامح الإهمال على بعض المباني المحيطة، في مشهد يعكس تحديات الهجرة الريفية وتأثيرها على النسيج الاجتماعي للمنطقة.,قضايا اجتماعية,الجزائر
فرق بحثية عمانية تكشف عن تحديات جديدة في مساعي حماية الوعل العربي بجبال الحجر,صورة نادرة التقطتها كاميرا مراقبة لوعل عربي في بيئته الطبيعية بجبال الحجر الشرقية بسلطنة عمان. (وزارة البيئة والشؤون المناخية),بيئة,عُمان
مستقبل الكرة السودانية في خطر: الأندية العريقة تكافح للبقاء وسط ظروف النزاع,صورة عامة لأحد الملاعب الرئيسية في السودان تظهر تضرره الجزئي وهجره بسبب النزاع الدائر (وكالة الأنباء السودانية).,رياضة,السودان
"جيبوتي تدشن ""مركز الأمل"": مبادرة مجتمعية لتمكين الشباب عبر التدريب المهني والحرفي","شباب جيبوتي يلتحقون بورشة تدريب على صيانة الأجهزة الإلكترونية ضمن البرامج الجديدة لمركز ""الأمل"" في العاصمة الجيبوتية (وكالة الأنباء الجيبوتية).",مجتمع,جيبوتي
قطر تفتتح مركزاً وطنياً متقدماً لتعزيز الأمن السيبراني للبنى التحتية الحيوية,غرفة تحكم حديثة داخل المركز القطري الجديد للأمن السيبراني، تعرض شاشات مراقبة للتهديدات الرقمية.,تقنية,قطر
"جيبوتي تدشن المرحلة الثانية من مشروع ""أسال-غوبيه"" للطاقة الحرارية الأرضية لتعزيز استقلالها الطاقوي",مهندسون وعمال جيبوتيون يفحصون معدات الحفر المتقدمة في موقع مشروع الطاقة الحرارية الأرضية بمنطقة أسال-غوبيه، إيذاناً ببدء المرحلة الثانية من تطوير المحطة.,طاقة,جيبوتي
دراسة تحذر من تزايد نفوق الكائنات البحرية بخليج الكويت جراء التخلص غير المشروع من النفايات,صياد كويتي يتفحص أسماكاً نافقة على أحد شواطئ خليج الكويت، فيما تظهر مياه الخليج بلون غير طبيعي (رويترز),بيئة,الكويت
الانقسام المصرفي يعيق التعافي: طوابير السيولة تُجمد مشاريع ليبيا,مواطنون ليبيون يصطفون في طابور طويل أمام مركز مصرفي للحصول على السيولة النقدية في بنغازي (رويترز),اقتصاد,ليبيا
تجديد النشامى: المدرب يوازن بين الخبرة والطموح الشبابي قبل تصفيات المونديال,لاعبو المنتخب الأردني لكرة القدم أثناء حصة تدريبية مكثفة في أحد الملاعب، وذلك في إطار التحضيرات للمرحلة المقبلة من التصفيات الآسيوية المؤهلة لكأس العالم (الاتحاد الأردني لكرة القدم).,رياضة,الأردن
شبح التصحر يزحف: مواسم القمح في شمال شرق سوريا على المحك,مزارع سوري يقف في حقله المتصدع من الجفاف، محاطاً بسنابل القمح الذابلة في ريف الحسكة شمال شرق سوريا، في موسم أوشك أن يكون الثاني على التوالي من شح الأمطار (وكالة الصحافة السورية),بيئة,سوريا
المغرب يعزز تدابير الصحة العامة لمواجهة التحديات الجديدة للأمراض غير السارية,طبيب يراجع ملفات مرضى في عيادة للرعاية الأولية بمدينة مغربية (الجزيرة-أرشيف),صحة,المغرب
تحذيرات من تفاقم أزمة الصحة النفسية بين الشباب السوريين وسط شح الموارد المتخصصة,مجموعة من الشباب السوريين يشاركون في ورشة عمل للتوعية بالصحة النفسية بمدينة اللاذقية، في ظل نقص المرافق المتخصصة (أ ف ب),قضايا اجتماعية,سوريا
"شباب سعودي يطلق ""واحات الحي"" لتجميل المرافق العامة ورفع مستوى الوعي البيئي","مجموعة من المتطوعين الشباب يضيفون لمسات فنية وتشجيراً لساحة عامة في حي سكني بمدينة جدة، المملكة العربية السعودية، ضمن مبادرة ""واحات الحي"".",مجتمع,السعودية
أزمة مياه حادة تهدد أحياء في الخرطوم بتفشي الأوبئة,سكان يصطفون للحصول على مياه الشرب من صنبور عام في إحدى المناطق المتضررة بمدينة الخرطوم، وسط انقطاع واسع لخدمات المياه (رويترز),قضايا اجتماعية,السودان
المغرب يدشن مجمعاً شمسياً ضخماً شمال البلاد لدعم تنافسية الصناعة الوطنية,صورة جوية تظهر امتداد الألواح الشمسية في أحد المجمعات الجديدة شمال البلاد (الجزيرة).,اقتصاد,المغرب
حريق هائل يلتهم مركزاً تجارياً كبيراً في السالمية وإصابات بالغة,تصاعد كثيف لأعمدة الدخان الأسود من واجهة مركز تجاري متعدد الطوابق في منطقة السالمية، بينما تبدو فرق الإطفاء وهي تحاول السيطرة على ألسنة اللهب.,حوادث,الكويت
مهارات بلا فرص: شباب سوريا يواجه تحديات الاندماج بسوق عمل متقلب,شباب سوريون يتلقون تدريباً مهنياً في ورشة بأحد المعاهد بدمشق، وسط ترقب لمستقبل غامض في سوق العمل.,مجتمع,سوريا
الحكومة المصرية تدشن حزمة استثمارية ضخمة لدعم قطاع الصناعات الدوائية الوطنية,عمال في أحد مصانع الأدوية الحديثة بالمنطقة الصناعية بمدينة العاشر من رمضان، مصر (رويترز),اقتصاد,مصر
"قطر تعزز ""الرئة الخضراء"" لتصمد أمام تحديات تغيُّر المناخ",أشجار المانجروف الناشئة تمتد على طول أحد السواحل القطرية الشمالية، في مشهد يعكس الجهود المستمرة لتوسيع هذه النظم البيئية الحيوية.,بيئة,قطر
أزمة النفايات تحاصر قرى شمال الضفة الغربية.. دعوات لتفعيل خطط الاستدامة المحلية,نفايات متراكمة على أطراف إحدى القرى الفلسطينية شمال الضفة الغربية (وكالات صحفية),بيئة,فلسطين
ارتفاع إيجارات السكن يهدد استقرار الأسر الشابة في البحرين,زوجان بحرينيان شابان يتصفحان إعلانات الإيجار بملامح قلق تعكس صعوبة العثور على سكن مناسب وميسور التكلفة في المنامة.,قضايا اجتماعية,البحرين
جيبوتي تطلق مبادرة وطنية واسعة لتعزيز خدمات الصحة النفسية,ورشة عمل توعوية حول الصحة النفسية ضمن المبادرة الوطنية الجديدة في إحدى ضواحي جيبوتي.,صحة,جيبوتي
تقنين قاسٍ يدفع السوريين لاعتماد الطاقة الشمسية كشريان حياة في ظل أزمة الوقود,ألواح طاقة شمسية تغطي أسطح المنازل في أحد أحياء مدينة حلب، في محاولة لتوفير الكهرباء الأساسية وسط الانقطاع المتكرر للتيار (الفرنسية),طاقة,سوريا
الهجرة الداخلية تضغط على البنية التحتية الاجتماعية... دعوات مغربية لتسريع وتيرة إدماج سكان الأحياء الهامشية,منازل غير مكتملة وأزقة ترابية بإحدى الأحياء الهامشية بضواحي الدار البيضاء، تُظهر التحديات المعيشية التي تواجه ساكنيها الوافدين من الأرياف.,قضايا اجتماعية,المغرب
تونس: مشروع قانون إصلاح القضاء يواجه معارضة واسعة من الهياكل المهنية,محامون وقضاة تونسيون يرفعون لافتات خلال وقفة احتجاجية سلمية أمام قصر العدالة بالعاصمة، تعبيراً عن رفضهم لبنود مقترح إصلاح الجهاز القضائي (رويترز),سياسة,تونس
"الكويت تطلق مشروع ""كنوز المخطوطات"" الرائد لحفظ التراث الفكري للأمة",فريق من الخبراء يعمل على رقمنة مخطوطة تاريخية قديمة في أحد المراكز الثقافية بالكويت، ضمن جهود صون الإرث المعرفي للبلاد وتسهيل الوصول إليه.,ثقافة,الكويت
الجزائر تطلق برنامجاً وطنياً لربط التكوين المهني بمتطلبات السوق الاقتصادية,طلاب جزائريون يتدربون على تشغيل آلات متطورة داخل ورشة تابعة لمركز تكوين مهني حكومي بالعاصمة الجزائرية.,تعليم,الجزائر
مبادرة شبابية في اليمن تتحدى صعوبات الإنترنت بتطوير شبكات لاسلكية محلية,شباب يمنيون يقومون بتركيب وتجربة مكونات شبكة إنترنت لاسلكية مبتكرة مصممة لخدمة قرى نائية تعاني من ضعف الاتصال في محافظة إب (مواقع التواصل).,تقنية,اليمن
الرئيس الصومالي: لن نقبل بانتهاك سيادتنا ومستعدون للدفاع عن كل شبر من أراضينا,الرئيس الصومالي حسن شيخ محمود خلال كلمة ألقاها في قمة إقليمية سابقة بمقديشو (رويترز),سياسة,الصومال
