title,caption,topic,country
"تونس تُطلق منصة ""مواطن 360"" لتوحيد وتسهيل الخدمات الإدارية الرقمية","شاشة عرض تظهر واجهة المستخدم لمنصة ""مواطن 360"" الرقمية الجديدة، مصممة لتبسيط الخدمات الإدارية (وزارة التكنولوجيات والاتصال/ تونس).",تقنية,تونس
ليبيا تعلن عن مبادرة كبرى لحفظ الموروث الشفهي والحكايات الشعبية,امرأة ليبية مسنة (يسار) تروي إحدى الحكايات الشعبية التراثية لمجموعة من الأطفال خلال فعالية ثقافية على هامش المبادرة بمدينة غدامس (الأناضول),ثقافة,ليبيا
تحذيرات أممية من تفاقم أزمة نقص أدوية السرطان في سوريا,ممرضة سورية تتفقد رفوف أدوية شبه فارغة في صيدلية مستشفى بدمشق، في إشارة إلى الأزمة المستمرة في توفر اللوازم الطبية.,صحة,سوريا
"الجزائر تطلق ""مشروع الأهللة"" لإنقاذ فن ""الأهليل"" الغنائي من الاندثار","فنانون شعبيون من منطقة قورارة بالجنوب الجزائري يؤدون ""فن الأهليل"" خلال فعالية ثقافية سابقة تهدف إلى إبراز هذا التراث الأمازيغي العريق.",ثقافة,الجزائر
مبادرة عربية جديدة تصطدم بتعنت الأطراف اللبنانية في ملف الاستحقاق الرئاسي,مبنى البرلمان اللبناني في ساحة النجمة ببيروت، حيث تتعثر جهود انتخاب رئيس جديد للبلاد وسط انقسامات سياسية حادة (صورة أرشيفية).,سياسة,لبنان
الجفاف يهدد أهوار العراق الجنوبية.. وخبراء يحذرون من فقدان التنوع البيولوجي الفريد,قوارب متوقفة على أرض جافة ومتشققة في منطقة الأهوار الوسطى جنوب العراق، بعد التراجع الحاد في مناسيب المياه (أ ف ب).,بيئة,العراق
الأردن يعزز مكانته الإقليمية بتدشين أكبر مجمع للمراكز السحابية بقيمة 300 مليون دولار,مسؤولون أردنيون وأجانب يصافحون بعضهم البعض خلال حفل توقيع اتفاقية إنشاء مجمع المراكز السحابية الجديد في العاصمة عمّان (رويترز).,تقنية,الأردن
"""صور"" تنتظر مركزاً رياضياً متعدد الأغراض بتمويل أوروبي لدعم المواهب الشابة",تصميم متوقع للمركز الرياضي الجديد في مدينة صور جنوب لبنان، يظهر ملاعب ومرافق حديثة (صورة افتراضية من الجهة الممولة),رياضة,لبنان
موريتانيا تستضيف قمة إقليمية عاجلة لبحث التحديات الأمنية في منطقة الساحل الكبير,قادة دول الساحل الخمس خلال اجتماع سابق لمناقشة التنسيق الأمني (رويترز-أرشيفية),سياسة,موريتانيا
تونس تدشن إطاراً تنظيمياً مرناً لدعم الابتكار في قطاع التكنولوجيا المالية,جانب من مؤتمر سابق حول التحول الرقمي في تونس (أرشيفية، وكالة تونس أفريقيا للأنباء).,تقنية,تونس
