title,caption,topic,country
جزر القمر تكشف عن خطة وطنية شاملة لمكافحة التلوث البلاستيكي وحماية شعب مرجانها الفريدة,متطوعون محليون يجمعون المخلفات البلاستيكية على أحد شواطئ جزر القمر في إطار مبادرة بيئية (رويترز),بيئة,جزر القمر
حادث مأساوي في جنين: وفاة عامل وإصابة ٤ آخرين جراء انهيار سقالة بناء,فرق الدفاع المدني والطوارئ في موقع انهيار سقالة بناء بمشروع سكني جديد بمدينة جنين، حيث تظهر أعمال البحث والتحقيق.,حوادث,فلسطين
نساء جبال جرجرة يتحدين التهميش الاقتصادي ويحيين حرفة النسيج التقليدي,حرفيات جزائريات ينسجن زرابي وأغطية صوفية بأناملهن داخل ورشة تقليدية في منطقة تيزي وزو، 15 نوفمبر/تشرين الثاني 2024 (الجمعية المحلية لتنمية الحرف),قضايا اجتماعية,الجزائر
العراق يطلق مشروعًا رقميًا ضخمًا لتعزيز الوصول للخدمات في الأرياف,وزير الاتصالات العراقي يشرف على تدشين منصة رقمية جديدة في قاعة بمحافظة ذي قار، بحضور عدد من المواطنين وممثلي المجتمع المحلي (وكالة الأنباء العراقية).,تقنية,العراق
تحدّيات فنية تُعيق تشغيل وحدة تكرير رئيسية بمصفاة الزاوية الليبية,عمال صيانة يفحصون إحدى الوحدات الفنية داخل مصفاة الزاوية النفطية غرب العاصمة طرابلس (الأناضول),طاقة,ليبيا
جزر القمر تسعى لتعزيز خدمات غسيل الكلى وسط تزايد الإصابات,ممرضة كومورية تراقب إحدى آلات غسيل الكلى في مركز صحي بمدينة موروني (الفرنسية),صحة,جزر القمر
جيبوتي ترسخ مكانتها كبوابة رقمية لأفريقيا بكابل بحري جديد يعزز الاتصال الإقليمي,سفينة متخصصة لمد الكابلات البحرية قبالة سواحل جيبوتي، الدولة التي تعد عقدة رئيسية لشبكة الإنترنت العالمية (رويترز).,تقنية,جيبوتي
"إطلاق مشروع ""نصوغ التراث"": السعودية تحتضن أكبر مبادرة للحفاظ على صناعة ""الخناجر النجدية"" التقليدية",حرفي سعودي ماهر يعرض خنجراً نجدياً تقليدياً مزخرفاً، يعكس دقة التصميم وجودة المواد المستخدمة في صناعة هذه التحف التراثية (غيتي),ثقافة,السعودية
ارتفاع مقلق في معدلات السكري بالمغرب يدفع خبراء للصيحة بتطوير استراتيجيات وطنية جديدة,طبيبة مغربية تشرح لمريضة أهمية الفحص الدوري والأنماط الغذائية الصحية للوقاية من داء السكري خلال حملة توعوية بأحد المراكز الصحية بالرباط.,صحة,المغرب
"جيبوتي تدشن المرحلة الثانية من مشروع ""غغادي"" للطاقة الحرارية الأرضية لتعزيز استقلاليتها الطاقوية","معدات حفر جيولوجي متطورة تعمل في حقل ""غغادي"" للطاقة الحرارية الأرضية في جيبوتي، ضمن مساعي البلاد لتحويل إمكاناتها الباطنية إلى مصدر دائم للطاقة النظيفة (وكالة الأنباء الجيبوتية).",طاقة,جيبوتي
