title,caption,topic,country
عشرات الإصابات جراء تصادم بين قطار ركاب وشاحنة نقل بضائع جنوب تونس,فرق الإنقاذ والإسعاف في موقع حادث اصطدام قطار ركاب بشاحنة قرب منطقة سيدي بوزيد، حيث تتصاعد أعمدة الدخان من حطام المركبتين (الوكالة التونسية للأنباء),حوادث,تونس
قطر: دعوات لتوسيع مظلة الدعم النفسي لمواجهة تحديات المجتمع الحديث,مجموعة من الشباب القطري يشاركون في ورشة عمل توعوية حول الصحة النفسية في أحد المراكز المجتمعية بالدوحة (الجزيرة - أرشيفية),قضايا اجتماعية,قطر
المغرب يطلق مشروعاً رائداً لإنقاذ واحات درعة تافيلالت من شبح الجفاف والتصحر,منظر جوي لواحة خضراء شاسعة من أشجار النخيل في منطقة درعة تافيلالت بجنوب المغرب، ويظهر محيطها الواسع من الأراضي القاحلة، ما يبرز التحدي البيئي الذي يواجهها.,بيئة,المغرب
انطلاق مشاورات برلمانية مكثفة حول تعديلات مقترحة لقانون الانتخابات في موريتانيا,مشهد عام من إحدى الجلسات السابقة للجمعية الوطنية الموريتانية أثناء مناقشة مشاريع قوانين (رويترز),سياسة,موريتانيا
"""وريث الواحة"": مبادرة مجتمعية بعُمان تحمي النخيل العريق وتُعزز الهوية بمشاركة الشباب","شباب عمانيون يتفقدون فسائل النخيل المزروعة حديثاً ضمن مبادرة ""وريث الواحة"" في إحدى مزارع التمور التاريخية بولاية عبري.",مجتمع,عُمان
بأيادٍ شبابية.. مبادرة أهلية تعيد إحياء الحرف التراثية في قلب القاهرة التاريخية,مجموعة من الشباب المصري يتدربون على فن صناعة الزجاج المنفوخ التقليدي في ورشة جديدة بحي السيدة زينب بالقاهرة (رويترز),مجتمع,مصر
قوانين صارمة لمكافحة الشغب في الملاعب الجزائرية عقب أحداث دامية,عناصر أمنية تنتشر بكثافة حول ملعب 5 يوليو بالجزائر العاصمة خلال إحدى مباريات الدوري (رويترز),رياضة,الجزائر
**زيادة غير متوقعة في ساعات التقنين الكهربائي بسوريا.. محطات التوليد تواجه نقصاً حاداً في الغاز**,**مشهد ليلي لأحد شوارع دمشق شبه المظلمة، مع إضاءة خافتة صادرة من بعض المنازل، تعكس واقع التقنين الكهربائي المتزايد في العاصمة السورية.**,طاقة,سوريا
**الكويت تطلق المرحلة الثانية من مشروع لدمج الطاقة الشمسية في عملياتها النفطية**,**مصفوفة ضوئية عملاقة تعمل على تشغيل جزء من مرافق التجميع في حقل نفطي كويتي، ضمن خطة المؤسسة للتوسع في الطاقة المتجددة.**,طاقة,الكويت
اكتشاف أثري جديد في شمال السعودية يضيء جوانب خفية من الحضارات القديمة,"فريق من الخبراء السعوديين والدوليين يعاينون بقايا معمارية مكتشفة حديثاً ضمن موقع ""دومة الجندل"" الأثري الموسع.",ثقافة,السعودية
جزر القمر تطلق مشروعًا طموحًا لتعزيز الاتصال الرقمي بين جزرها عبر كابل بحري جديد,فنيون يشاركون في عملية تركيب كابل اتصالات بحري على شاطئ إحدى جزر القمر، إيذاناً ببدء المشروع الجديد.,تقنية,جزر القمر
النادي البنزرتي يطلق مشروعاً ضخماً لتحديث ملعبه وتلبية معايير الكاف,تصميم هندسي حديث لملعب 15 أكتوبر في بنزرت بعد إعلان مشروع التحديث (الصحافة التونسية),رياضة,تونس
السلط الأردنية: مبادرات شبابية تعيد إحياء بيوت المدينة التراثية بمعمارها العثماني,إحدى البيوت العثمانية التاريخية التي جرى ترميمها في مدينة السلط الأردنية (الجزيرة),ثقافة,الأردن
