title,caption,topic,country
الغطاء النباتي يتراجع: التغير المناخي يفاقم أزمة التصحر بالسودان,ماشية ترعى في منطقة شحيحة النباتات بالسهول السودانية، في مشهد يعكس تدهور المراعي الطبيعية جراء الجفاف والتصحر.,بيئة,السودان
الأردن يطلق مبادرة وطنية لتعزيز جودة التعليم المبكر في المناطق النائية,أطفال يشاركون في أنشطة تعليمية تفاعلية داخل روضة أطفال حديثة في إحدى القرى الأردنية ضمن المبادرة الجديدة.,تعليم,الأردن
"البحرين تطلق مبادرة ""حوار المنامة"" لتعزيز التوافق الوطني على أولويات المرحلة القادمة","وزراء ومسؤولون حكوميون خلال الجلسة الافتتاحية لمبادرة ""حوار المنامة"" الهادفة لجمع الأطراف الوطنية على طاولة واحدة (واس)",سياسة,البحرين
أزمة دستورية جديدة تلوح في الصومال مع تعليق 3 ولايات رئيسية لمشاركتها في حوار مقترح,مقر الرئاسة الصومالية في العاصمة مقديشو، في ظل تصاعد التوترات السياسية المتعلقة بالإصلاحات الدستورية (الفرنسية),سياسة,الصومال
"""تقرير أممي: بطء إعادة الإعمار يترك مئات آلاف العراقيين في مخيمات النزوح""",خيام النازحين داخل أحد المخيمات شمالي العراق، حيث يواجه الآلاف ظروفاً إنسانية صعبة جراء تأخر جهود العودة الطوعية (الأمم المتحدة),قضايا اجتماعية,العراق
خبراء دوليون ومحليون يطلقون مبادرة عاجلة لترميم فسيفساء رومانية نادرة في صبراتة الليبية,فريق من المرمِّمين يُجري مسحاً دقيقاً لفسيفساء رومانية متضررة في أحد معابد صبراتة الأثرية، استعداداً لعملية الترميم (أسوشيتد برس),ثقافة,ليبيا
مساعٍ ليبية لتوحيد المؤسسات الأمنية تواجه عقبة التباينات الإقليمية والدولية,جنود يرتدون زيًا عسكريًا موحدًا يحملون أسلحة خفيفة خلال تدريب عسكري في إحدى الثكنات بضواحي بنغازي، في سياق الجهود الوطنية المبذولة لدمج الفصائل المسلحة المتنافسة ضمن إطار هيكلي موحد، وسط تحديات سياسية ولوجستية معقدة.,سياسة,ليبيا
نفايات البلاستيك تهدد التنوع البيولوجي في محمية وادي القلط بالضفة الغربية,متطوعون فلسطينيون يجمعون أطناناً من المخلفات البلاستيكية المتراكمة على ضفاف وادي القلط التاريخي خلال حملة تنظيف بيئية (وكالة الأنباء الفلسطينية),بيئة,فلسطين
"الإمارات تدشن ""مهرجان كنوز البحر"" الدولي.. احتفاءً بالإرث الثقافي البحري العميق",صورة عامة تظهر سفناً خشبية تقليدية (محامل) راسية على الشاطئ، بينما يقوم حرفيون بعرض منتجاتهم اليدوية المستوحاة من البحر أمام حشد من الزوار في أول أيام المهرجان الثقافي في إحدى مدن الإمارات الساحلية.,ثقافة,الإمارات
جيبوتي تدشن استراتيجية وطنية لتعزيز مكانتها كمركز إقليمي رائد للبيانات الرقمية,أحد مراكز استقبال الكابلات البحرية في العاصمة جيبوتي، حيث تلتقي خطوط الإنترنت العالمية (غيتي إيميجز).,تقنية,جيبوتي
جدل أردني حول قانون الانتخابات الجديد: هل يوسع قاعدة المشاركة السياسية أم يكرس مقاعد النخب؟,مواطنون أردنيون يصطفون للإدلاء بأصواتهم في أحد مراكز الاقتراع خلال انتخابات سابقة (الأناضول),سياسة,الأردن
تدشين مشروع وطني لرقمنة المخطوطات العُمانية النادرة لحفظ كنوز التاريخ العُماني,فريق من الخبراء العُمانيين يعملون على أرشفة وتصوير مخطوطات قديمة في مركز الوثائق والمخطوطات العُماني بمسقط (وكالة الأنباء العُمانية),ثقافة,عُمان
من قلب أحياء جيبوتي: مبادرة شبابية تحوّل الهوايات الفنية إلى فرص اقتصادية مستدامة,"شاب جيبوتي يعرض منتجاً فنياً يدوياً صنعه في ورشة تدريب ""بصمة المستقبل""، الهادفة لتمكين الشباب المحلي.",مجتمع,جيبوتي
شركة اتصالات لبنانية رائدة تنجز المرحلة الأولى من مشروع تحديث شبكة الإنترنت الريفية,مهندسون يختبرون معدات اتصالات حديثة في محطة تقوية جديدة بمنطقة البقاع اللبنانية.,تقنية,لبنان
مأساة طرقية كبرى تهز الصومال: عشرات القتلى والجرحى في انقلاب حافلة ركاب,فرق الدفاع المدني ومتطوعون يباشرون انتشال الضحايا من حطام حافلة ركاب انقلبت على طريق يربط بين مدينتي بلدوين وجالكعيو وسط الصومال (رويترز).,حوادث,الصومال
الحرف التقليدية بالمغرب تكافح من أجل البقاء: دعوات عاجلة لدعم الصناع وحماية التراث الهوياتي,"صانع تقليدي يطرز الجلد بمهارة في ورشته بالمدينة القديمة بمراكش، مؤكداً أن ""المهنة تتطلب صبراً لا يملكه جيل اليوم"". (الجزيرة)",قضايا اجتماعية,المغرب
"اتحاد الكرة الكويتي يدشن أكاديمية ""الأزرق الواعد"" لتأهيل جيل جديد من النجوم","لقطة جوية تظهر مجمع أكاديمية ""الأزرق الواعد"" الجديدة في الكويت، حيث يتدرب مجموعة من اللاعبين الشباب على ملاعب عشبية حديثة، بحضور عدد من مسؤولي الاتحاد الكويتي لكرة القدم والإدارة الفنية.",رياضة,الكويت
التمويل الأصغر يُضخ الحياة في شرايين الاقتصاد الفلسطيني عبر مبادرات نسائية,سيدة فلسطينية تعرض منتجاتها اليدوية في سوق محلي بمدينة رام الله، بعد أن نجحت في تطوير مشروعها الصغير بفضل دعم برامج التمويل الأصغر.,اقتصاد,فلسطين
شخصيات سياسية وقبلية بارزة تبدأ حواراً وطنياً موسعاً في مأرب,وفود من مختلف الأطياف السياسية والقبلية خلال الجلسة الافتتاحية للحوار الوطني في مدينة مأرب اليمنية.,سياسة,اليمن
جزر القمر تدعو لقمة إقليمية حول الأمن البحري ومستقبل الاقتصاد الأزرق,الرئيس الغزالي عثماني يستقبل وفوداً دبلوماسية في القصر الرئاسي بموروني لمناقشة أجندة القمة المرتقبة.,سياسة,جزر القمر
البحرين تطلق استثمارات كبرى لتحديث شبكة الكهرباء استعداداً لدمج أوسع للطاقة المتجددة,أبراج نقل الطاقة الحديثة في البحرين تتقاطع مع أفق يظهر جزءاً من مشروع للطاقة الشمسية، في إشارة لجهود الدمج (صورة تعبيرية).,طاقة,البحرين
جزر القمر: مبادرات نسائية رائدة لتعزيز الأمن الغذائي في القرى النائية,مجموعة من النساء القُمريّات يقمن بحصاد الخضروات العضوية في حقل زراعي صغير ضمن مشروع تعاوني يهدف لتحقيق الاكتفاء الذاتي لسكان إحدى القرى الساحلية بجزيرة أنجوان.,قضايا اجتماعية,جزر القمر
جزر القمر تُطلق خطة استراتيجية شاملة لتطوير التعليم المهني والتقني,طلاب في إحدى ورش العمل التدريبية بمعهد مهني في موروني، ضمن الخطة الوطنية الجديدة لتعزيز التعليم التقني بجزر القمر (وكالة الأنباء القمرية),تعليم,جزر القمر
"""معاً للمستقبل"": قطر تطلق مبادرة وطنية لتعزيز دور الشباب في التراث والسياحة المستدامة",مجموعة من الشباب القطري، يرتدون قمصاناً عليها شعار المبادرة، يشاركون بنشاط في ورشة عمل تفاعلية داخل أحد المتاحف التراثية في الدوحة، يناقشون خرائط ومخططات لمواقع سياحية بيئية محتملة، بينما يتقدمهم مرشد محلي يشرح لهم أهمية الحفاظ على التراث الثقافي والطبيعي.,مجتمع,قطر
تحذير بيئي: دراسة تكشف مستويات مثيرة للقلق لتلوث المياه الجوفية بالمعادن الثقيلة في سهل البقاع اللبناني,مزارعون يعتمدون على الآبار الجوفية لري محاصيلهم في سهل البقاع، بينما تشير دراسة حديثة إلى تلوث محتمل (صورة أرشيفية).,بيئة,لبنان
"قطر تطلق ""برنامج الجيل الواعد"" لدعم المواهب الشابة في العلوم والتكنولوجيا","مجموعة من الطلاب القطريين يشاركون في ورشة عمل تفاعلية متقدمة بمختبر حديث، ضمن فعاليات برنامج ""الجيل الواعد"" لدعم الابتكار في إحدى المدارس الثانوية بالدوحة. (قنا - وكالة الأنباء القطرية)",تعليم,قطر
البحرين تفتتح مركزاً وطنياً رائداً لدعم الصحة النفسية للأطفال والمراهقين,أطفال يشاركون في جلسة علاج جماعية بإحدى الغرف المجهزة بمركز متخصص للصحة النفسية في المنامة، بهدف تعزيز الوعي والدعم المبكر.,صحة,البحرين
بعد سنوات من الترقب، لبنان يطلق خطة استراتيجية لتوسيع شبكة الألياف الضوئية,فنيون يعملون على مد كابلات الألياف الضوئية الجديدة في منطقة بيروت الغربية، ضمن المشروع الوطني لتطوير البنية التحتية الرقمية. (وكالة الأنباء اللبنانية),تقنية,لبنان
تونس: مشروع قانون جديد للفضاء الرقمي يثير مخاوف حقوقية وسياسية واسعة,صورة من اجتماع للجنة التشريع العام في مجلس نواب الشعب التونسي أثناء مراجعة أحد مشاريع القوانين (تلفزيون تونس),سياسة,تونس
بعثة يمنية تكتشف نقوشاً صخرية نادرة في وادي حضرموت تكشف عن حضارة بائدة,فريق من علماء الآثار اليمنيين يوثق ويكشف عن نقوش صخرية قديمة في موقع جديد مكتشف بوادي حضرموت.,ثقافة,اليمن
تونس: خلافات حول توزيع الموارد تعرقل تفعيل قانون اللامركزية,أعضاء مجلس بلدي في العاصمة تونس خلال اجتماع لمناقشة تحديات تطبيق الهيكل اللامركزي الجديد (رويترز),سياسة,تونس
