title,caption,topic,country
جيبوتي تطلق برنامجاً وطنياً لتعزيز المهارات الرقمية بين الشباب,شباب جيبوتيون يشاركون بفاعلية في ورشة تدريبية على البرمجة الأساسية في أحد المراكز المجتمعية بالعاصمة جيبوتي (وكالة الأنباء الجيبوتية),مجتمع,جيبوتي
"الكويت تطلق ""مهرجان كنوزنا اليدوية"" الأول من نوعه لإحياء الحرف التراثية",حرفية كويتية شابة تستعرض دقة تفاصيل صناعة مجسمات السفن الشراعية التقليدية أمام جمهور غفير خلال فعاليات المهرجان في القرية التراثية النموذجية (واس),ثقافة,الكويت
"جدل نيابي حاد في الكويت حول مشروع قانون ""الخصخصة الانتقائية""",أعضاء مجلس الأمة الكويتي خلال جلسة سابقة لمناقشة القوانين ذات الأثر الاقتصادي الكبير (رويترز),سياسة,الكويت
"المغرب يطلق ""درع الموج""… خطة وطنية مبتكرة لحماية السواحل الأطلسية من التآكل",عمال يضعون حواجز صخرية لتعزيز الحماية على شاطئ مهدد بالتآكل جنوب مدينة آسفي، ضمن المناطق المستهدفة بالبرنامج الجديد (وكالة الأنباء المغربية).,بيئة,المغرب
السودان: مخاوف دولية من تصاعد كارثي لوباء الكوليرا مع حلول موسم الأمطار,عامل صحي سوداني يسحب عينة مياه من أحد الآبار في منطقة ريفية متضررة من النزاع قرب الفاشر، في إطار حملة وقائية ضد الكوليرا (الأمم المتحدة).,صحة,السودان
اصطدام مروع لـ 18 مركبة على طريق دبي العين يودي بحياة شخصين ويصيب 15 آخرين,فرق الإنقاذ والإسعاف في موقع حادث الاصطدام الكبير الذي شمل عشرات المركبات على طريق دبي العين، حيث يظهر حطام السيارات المتناثرة بينما يباشر المسعفون نقل المصابين.,حوادث,الإمارات
أحلام معلقة: جيل فلسطيني شاب يتوه بين قسوة الواقع وندرة الفرص,شباب فلسطينيون يجلسون في أحد مقاهي رام الله، يتبادلون الحديث عن تحديات المستقبل وآمال السفر بحثاً عن فرص أفضل (صورة تعبيرية - وكالات),قضايا اجتماعية,فلسطين
"السعودية تطلق ""إرث الصياغة"" لدعم الحرف اليدوية وتعزيز التراث المحلي",حرفي سعودي يعرض قطعة مجوهرات تقليدية مصنوعة يدوياً في معرض للحرف الوطنية.,ثقافة,السعودية
موريتانيا تُطلق المرحلة الأولى لمشروع طاقة شمسية عملاق لتغذية مجمعاتها التعدينية,ألواح شمسية تمتد في منطقة صحراوية، تعكس التزام موريتانيا بمسار الطاقة النظيفة.,طاقة,موريتانيا
العراق يُسرّع خطى وقف حرق الغاز المصاحب لتغذية محطاته الكهربائية ومكافحة التلوث,ألسنة اللهب تتصاعد من أحد مواقع حرق الغاز المصاحب للنفط في حقل نفطي عملاق جنوب العراق، في مشهد يرمز إلى هدر الموارد والتحدي البيئي الذي تسعى البلاد لتجاوزه. (رويترز),طاقة,العراق
تراجع قياسي لمخزونات السدود المغربية يفاقم أزمة المياه ويهدد الأمن الغذائي,صورة جوية تظهر المستويات المتدنية بشكل غير مسبوق للمياه في سد المسيرة، ثاني أكبر سدود المغرب، مع ظهور مساحات واسعة من قاع السد، مما يعكس الأزمة المائية الحادة التي تواجهها المملكة.,بيئة,المغرب
مبادرة شبابية صومالية لإنعاش التراث الموسيقي المهدد بالاندثار,موسيقيون شباب يعزفون بانسجام على آلات تقليدية نادرة في ورشة عمل بمقديشو، ضمن جهود لتوثيق وإحياء الألحان الصومالية التراثية.,ثقافة,الصومال
الأزرق الكويتي يشد الأحزمة لمواجهة تحديات التصفيات الآسيوية المشتركة,"لاعبو المنتخب الكويتي ""الأزرق"" خلال حصة تدريبية مكثفة على أرضية استاد جابر الأحمد الدولي استعداداً للمنافسات القادمة. (صور: وكالة الأنباء الكويتية - كونا)",رياضة,الكويت
"أكاديمية ""جيل الأمل"" في سبها تطلق مشروعاً وطنياً لاكتشاف المواهب الكروية الشابة",مدرب ليبي سابق يقف وسط مجموعة من الأطفال واليافعين يرتدون زيّاً رياضياً موحّداً على أرض ملعب عشبي، خلال حصة تدريبية ضمن برنامج الأكاديمية الجديدة في سبها (صورة تعبيرية).,رياضة,ليبيا
"مبادرة ""حدائق الجيران"" في قطر تعزز الترابط الاجتماعي وتخضر المساحات الحضرية","عائلات وأطفال يشاركون في زراعة أشجار ونباتات في إحدى الحدائق المجتمعية ضمن مبادرة ""حدائق الجيران"" في منطقة سكنية بالدوحة (الصحافة القطرية)",قضايا اجتماعية,قطر
"مهرجان ""ألوان فلسطين"" في رام الله يبهر بجمال التطريز التراثي الأصيل","نسوة فلسطينيات يرتدين أثواباً تقليدية مطرزة يدوياً تعرض في جناح خاص بمهرجان ""ألوان فلسطين"" في رام الله. (صورة: سمير حماد/وفا)",ثقافة,فلسطين
أزمة مياه خانقة تهدد مخيمات النازحين شمال غرب سوريا وتفاقم المخاوف الصحية,امرأة سورية تحمل وعاءً بلاستيكياً فارغاً وتسير بين الخيام المتداعية في أحد مخيمات النازحين بمنطقة حارم شمال إدلب، في ظل ارتفاع درجات الحرارة وشحّ إمدادات المياه النظيفة (وكالة الأناضول).,قضايا اجتماعية,سوريا
غرق عبارة نهرية في النيل الأبيض يُسفر عن ضحايا.. فرق الإنقاذ تُكثف جهودها,فرق الدفاع المدني تستخدم قوارب صغيرة لانتشال ناجين وبحثاً عن مفقودين في نهر النيل الأبيض بعد حادث غرق عبارة.,حوادث,السودان
"الأقصر تضيء قناديل الحرف التراثية: مبادرة ""إحياء"" تدعم مئات الحرفيين وتفتح أسواقاً جديدة","سيدات يعرضن منتجات يدوية من الفخار والخوص المطرز، في أحد أجنحة معرض ""إحياء للحرف التراثية"" بمدينة الأقصر جنوبي مصر.",مجتمع,مصر
إعادة إحياء ذاكرة المدينة العتيقة: صفاقس تطلق مشروعاً واسعاً لترميم قصر الأندلسيين ليصبح منارة ثقافية,عمال يقومون بأعمال ترميم دقيقة لواجهة قصر الأندلسيين التاريخي في قلب مدينة صفاقس العتيقة، مع إظهار جزء من زخارفه المعمارية الفريدة.,ثقافة,تونس
"مبادرة ""إرث بهلاء"" تدفع شباب الولاية لإحياء الفخار التقليدي",أيادٍ شابة عمانية تشكل الطين على عجلة الفخار تحت إشراف حرفي ماهر، ضمن ورشة عمل في ولاية بهلاء، عُمان.,مجتمع,عُمان
"جزر القمر تدشن مبادرة ""نجوم المحيط الهندي"" لاكتشاف ورعاية المواهب الكروية الشابة","مجموعة من الفتيان يتدربون بكرة القدم على أحد الملاعب المحلية في موروني، جزر القمر، ضمن برنامج ""نجوم المحيط الهندي"" (المصورون العرب)",رياضة,جزر القمر
تونس تشهد تزايداً مقلقاً في اضطرابات القلق والاكتئاب لدى الشباب: خبراء يطالبون بخطة وطنية للصحة النفسية,شباب تونسيون يشاركون في جلسة دعم نفسي جماعية بأحد المراكز الثقافية بضواحي العاصمة، في ظل دعوات متزايدة لتضمين الصحة النفسية ضمن أولويات برامج التنمية الوطنية. (مصور خاص),قضايا اجتماعية,تونس
تحديات متصاعدة تهدد مكانة السودان عالمياً في صناعة الصمغ العربي,مزارع سوداني يتفقد محصول أشجار الهشاب -المصدر الرئيسي للصمغ العربي- في إحدى ولايات شرق السودان، مع مخاوف متزايدة حول قدرة القطاع على تجاوز الاضطرابات اللوجستية الراهنة.,اقتصاد,السودان
